person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,23 Alden Avenue NW,6/7/18 16:33
2,Lamar Williams,male,black,medium,1121 Alta Avenue NE,6/7/18 16:34
3,DaQuan Robinson,male,black,low,164 Walthall Street Southeast,6/7/18 16:35
4,Nia Harris,female,black,high,2138 Arlington Avenue NE,6/7/18 16:36
5,Ebony James,female,black,medium,983 Burns Drive Southwest,6/7/18 16:37
6,Shanice Thomas,female,black,low,21 Park Circle,6/7/18 16:38
7,Caleb Peterson,male,white,high,1413 Southland Vista Court Northeast,6/7/18 16:39
8,Charlie Myers,male,white,medium,4615 Sahara Drive Southwest,6/7/18 16:40
9,Ronnie Miller,male,white,low,1322 Berwick Avenue NE,6/7/18 16:41
10,Aubrey Murphy,female,white,high,2035 Settle Circle Southeast,6/7/18 16:42
11,Erica Cox,female,white,medium,109 Vanira Avenue SE,6/7/18 16:43
12,Leslie Wood,female,white,low,3046 Briarcliff Road Northeast #8,6/7/18 16:44
13,Jorge Rodriguez,male,hispanic,high,3753 Admiral Drive,6/7/18 16:45
14,Pedro Sanchez,male,hispanic,medium,772 Boston Common,
15,Luis Torres,male,hispanic,low,2520 Jonesboro Road Southeast #A75,6/7/18 17:13
16,Isabella Lopez,female,hispanic,high,942 Stokeswood Avenue SE,6/7/18 17:14
17,Mariana Morales,female,hispanic,medium,3345 Mathieson Drive Northeast,6/7/18 17:15
18,Jimena Ramirez,female,hispanic,low,4463 Briarcliff Road Northeast,6/7/18 17:16
