person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,340 Seay Road,6/28/18 14:12
2,Lamar Williams,male,black,medium,1445 Lafayette Square,6/28/18 14:16
3,DaQuan Robinson,male,black,low,437 Rosewood Circle,6/28/18 14:20
4,Nia Harris,female,black,high,7728 Oriole Trail,6/28/18 14:25
5,Ebony James,female,black,medium,547 Joneus Drive,6/28/18 14:30
6,Shanice Thomas,female,black,low,2981 Albright Cmns Northwest,6/28/18 14:31
7,Caleb Peterson,male,white,high,295 Malibu Drive,6/28/18 14:32
8,Charlie Myers,male,white,medium,6747 Black Twig Court,
9,Ronnie Miller,male,white,low,232 Piedmont Court,6/28/18 14:35
10,Aubrey Murphy,female,white,high,60 Dillard Drive Northeast,
11,Erica Cox,female,white,medium,307 Westover Drive,6/28/18 14:44
12,Leslie Wood,female,white,low,3411 Richardson Road,6/28/18 14:45
13,Jorge Rodriguez,male,hispanic,high,9540 Sleepy Hollow Lane,6/28/18 14:46
14,Pedro Sanchez,male,hispanic,medium,100 West Bridge Court,
15,Luis Torres,male,hispanic,low,1948 Boatswain Drive,6/28/18 14:48
16,Isabella Lopez,female,hispanic,high,175 Hibiscus Trail,
17,Mariana Morales,female,hispanic,medium,3187 Liberty Commons Drive Northwest,6/28/18 14:50
18,Jimena Ramirez,female,hispanic,low,170 Widgeon Drive,6/28/18 14:51
