person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,394 Peachtree Drive Southeast,6/30/18 3:10
2,Lamar Williams,male,black,medium,4645 Skyward Pass,6/30/18 3:11
3,DaQuan Robinson,male,black,low,424 Serenity Walk,6/30/18 3:12
4,Nia Harris,female,black,high,130 Gingercake Court,6/30/18 3:13
5,Ebony James,female,black,medium,211 Morgans Turn,6/30/18 3:14
6,Shanice Thomas,female,black,low,435 Greenview Circle,6/30/18 3:15
7,Caleb Peterson,male,white,high,3187 Liberty Commons Drive Northwest,6/30/18 3:16
8,Charlie Myers,male,white,medium,151 Players Circle,6/30/18 3:17
9,Ronnie Miller,male,white,low,255 Malibu Drive,6/30/18 3:18
10,Aubrey Murphy,female,white,high,135 Springwater Chase,6/30/18 3:19
11,Erica Cox,female,white,medium,116 Old Chapel Lane,6/30/18 3:20
12,Leslie Wood,female,white,low,259 Highland Falls Boulevard,6/30/18 3:21
13,Jorge Rodriguez,male,hispanic,high,3136 Mobley Bridge Road #E,6/30/18 3:22
14,Pedro Sanchez,male,hispanic,medium,403 Ethridge Drive Northwest,6/30/18 3:23
15,Luis Torres,male,hispanic,low,300 London Lane,
16,Isabella Lopez,female,hispanic,high,581 Teague Drive Northwest,6/30/18 3:25
17,Mariana Morales,female,hispanic,medium,216 Overlook Drive,6/30/18 3:26
18,Jimena Ramirez,female,hispanic,low,1328 Labelle Street,6/30/18 3:27
