person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,1115 Lynmoor Drive Northeast,6/7/18 15:09
2,Lamar Williams,male,black,medium,2823 Horse Shoe Drive Southeast,6/7/18 15:10
3,DaQuan Robinson,male,black,low,676 Gladstone Road Northwest,6/7/18 15:11
4,Nia Harris,female,black,high,1034 Forest Valley Drive Southeast,6/7/18 15:12
5,Ebony James,female,black,medium,4285 Yates Road,6/7/18 15:13
6,Shanice Thomas,female,black,low,5155 Cascade Hills Circle Southwest,6/7/18 15:14
7,Caleb Peterson,male,white,high,332 Meadowbrook Drive,6/7/18 15:15
8,Charlie Myers,male,white,medium,3521 Rockhaven Circle Northeast,6/7/18 15:16
9,Ronnie Miller,male,white,low,349 Redland Road Northwest,6/7/18 15:17
10,Aubrey Murphy,female,white,high,2751 Flagstone Drive Southeast,6/7/18 15:18
11,Erica Cox,female,white,medium,2423 Melinda Drive Northeast,6/7/18 15:19
12,Leslie Wood,female,white,low,1016 Kentucky Avenue NE,6/7/18 15:20
13,Jorge Rodriguez,male,hispanic,high,1817 Terry Mill Road Southeast,6/7/18 15:21
14,Pedro Sanchez,male,hispanic,medium,998 Center Street Northwest #D,6/7/18 15:22
15,Luis Torres,male,hispanic,low,571 Rankin Street Northeast,6/7/18 15:23
16,Isabella Lopez,female,hispanic,high,2038 Howard Circle Northeast,6/7/18 15:24
17,Mariana Morales,female,hispanic,medium,80 River Springs Drive,6/7/18 15:25
18,Jimena Ramirez,female,hispanic,low,1834 McLendon Avenue NE,6/7/18 15:26
