person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,211 Pine Forest Drive,6/13/18 14:21
2,Lamar Williams,male,black,medium,17 Brookview Drive,6/13/18 14:22
3,DaQuan Robinson,male,black,low,1708 Danrich Drive,6/13/18 14:23
4,Nia Harris,female,black,high,6761 Timbers East Drive,6/13/18 14:24
5,Ebony James,female,black,medium,3128 Columbia Woods Drive,6/13/18 14:25
6,Shanice Thomas,female,black,low,212 Suwanee Avenue,6/13/18 14:32
7,Caleb Peterson,male,white,high,9131 Clearview Drive Northwest,6/13/18 14:33
8,Charlie Myers,male,white,medium,4820 Teal Trail,6/13/18 14:34
9,Ronnie Miller,male,white,low,2739 Council Street,6/13/18 14:35
10,Aubrey Murphy,female,white,high,4660 Hamptons Drive,6/13/18 14:36
11,Erica Cox,female,white,medium,2836 Norfair Loop,6/13/18 14:37
12,Leslie Wood,female,white,low,4149 Panola Lake Circle,6/13/18 14:38
13,Jorge Rodriguez,male,hispanic,high,2765 Mayfair Drive,6/13/18 14:39
14,Pedro Sanchez,male,hispanic,medium,1862 Bitsy Grant Court,6/13/18 14:40
15,Luis Torres,male,hispanic,low,3542 Avensong Village Circle,6/13/18 14:41
16,Isabella Lopez,female,hispanic,high,5665 Bridge Pointe Drive,6/13/18 14:42
17,Mariana Morales,female,hispanic,medium,5104 Fairington Ridge Circle,6/13/18 14:43
18,Jimena Ramirez,female,hispanic,low,3435 Ridgefair Drive,6/13/18 14:44
