person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,3372 Glenview Circle Southwest,6/9/18 19:33
2,Lamar Williams,male,black,medium,5202 Santa Fe Parkway,6/9/18 19:34
3,DaQuan Robinson,male,black,low,1772 Bouldercrest Road Southeast,6/9/18 19:35
4,Nia Harris,female,black,high,4676 Pueblo Drive Southwest,6/9/18 19:36
5,Ebony James,female,black,medium,19 Karland Drive Northwest,6/9/18 19:37
6,Shanice Thomas,female,black,low,1069 Ashby Grove Southwest,6/9/18 19:38
7,Caleb Peterson,male,white,high,2435 Hallie Ml,6/9/18 19:39
8,Charlie Myers,male,white,medium,4890 Tilly Mill Road,6/9/18 19:40
9,Ronnie Miller,male,white,low,2236 Butner Road Southwest,6/9/18 19:41
10,Aubrey Murphy,female,white,high,610 Hillpine Drive Northeast,6/9/18 19:42
11,Erica Cox,female,white,medium,800 Moores Mill Road Northwest,6/9/18 19:43
12,Leslie Wood,female,white,low,3061 Highbury Trail Southwest,6/9/18 19:44
13,Jorge Rodriguez,male,hispanic,high,799 Verner Street Northwest,6/9/18 21:05
14,Pedro Sanchez,male,hispanic,medium,2582 Westchester Drive,6/9/18 21:06
15,Luis Torres,male,hispanic,low,417 Angier Place Northeast,6/9/18 21:07
16,Isabella Lopez,female,hispanic,high,707 Vicksburg Place,6/9/18 21:08
17,Mariana Morales,female,hispanic,medium,252 Dodd Avenue SW,
18,Jimena Ramirez,female,hispanic,low,1628 Eastland Road Southeast,6/9/18 21:10
