person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,297 Mountain Drive,6/21/18 21:41
2,Lamar Williams,male,black,medium,2865 Colleton Drive,
3,DaQuan Robinson,male,black,low,588 Burnt Hickory Road,6/21/18 21:43
4,Nia Harris,female,black,high,427 Valley View Drive,6/21/18 21:44
5,Ebony James,female,black,medium,5239 Light Circle,6/21/18 21:45
6,Shanice Thomas,female,black,low,2984 Sloans Way,
7,Caleb Peterson,male,white,high,3614 Silver Springs Way,6/21/18 21:47
8,Charlie Myers,male,white,medium,41 Kelley Lane,6/21/18 21:48
9,Ronnie Miller,male,white,low,8053 Fieldstream Way,
10,Aubrey Murphy,female,white,high,5325 Brickleberry Way,6/21/18 21:50
11,Erica Cox,female,white,medium,19 Case Street,6/21/18 21:51
12,Leslie Wood,female,white,low,135 Spring Drive,6/21/18 21:52
13,Jorge Rodriguez,male,hispanic,high,4465 High Gate Drive Northwest,6/21/18 21:53
14,Pedro Sanchez,male,hispanic,medium,592 Waterway Trail,6/21/18 21:54
15,Luis Torres,male,hispanic,low,42 Arrowhead Drive,6/21/18 21:55
16,Isabella Lopez,female,hispanic,high,26 Nellie Brook Drive Southwest,6/21/18 21:56
17,Mariana Morales,female,hispanic,medium,5705 Hiram Lithia Springs Road,6/21/18 21:57
18,Jimena Ramirez,female,hispanic,low,204 Ranier Court,6/21/18 21:58
