person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,40 Sweetridge Drive,7/1/18 15:19
2,Lamar Williams,male,black,medium,4539 Seminole Drive,7/1/18 15:20
3,DaQuan Robinson,male,black,low,4047 Ashford Dunwoody Road Northeast,7/1/18 15:21
4,Nia Harris,female,black,high,6305 Cherry Tree Lane,7/1/18 15:22
5,Ebony James,female,black,medium,1084 Shieldcrest Way,7/1/18 15:23
6,Shanice Thomas,female,black,low,1702 Tipperary Circle,7/1/18 15:24
7,Caleb Peterson,male,white,high,3900 Maple Wood Trail,7/1/18 15:25
8,Charlie Myers,male,white,medium,7290 Oakley Court,7/1/18 15:26
9,Ronnie Miller,male,white,low,1927 Woods Court,7/1/18 15:27
10,Aubrey Murphy,female,white,high,1461 Dove Creek Road,7/1/18 15:28
11,Erica Cox,female,white,medium,403 Reed Way,7/1/18 15:29
12,Leslie Wood,female,white,low,4252 Catalpa Court,7/1/18 15:30
13,Jorge Rodriguez,male,hispanic,high,240 Deer Run Road,
14,Pedro Sanchez,male,hispanic,medium,1060 Brookshire Court,7/1/18 15:32
15,Luis Torres,male,hispanic,low,5511 Rock Road,7/1/18 15:34
16,Isabella Lopez,female,hispanic,high,6883 Grand Hickory Drive,7/1/18 15:35
17,Mariana Morales,female,hispanic,medium,144 Ednaville Road,7/1/18 15:39
18,Jimena Ramirez,female,hispanic,low,1163 Highway 124,7/1/18 15:40
