person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,2144 Peachtree Road Northwest,6/7/18 20:55
2,Lamar Williams,male,black,medium,1000 Ashwood Parkway,6/7/18 20:56
3,DaQuan Robinson,male,black,low,4883 Roswell Road,6/7/18 20:57
4,Nia Harris,female,black,high,6200 Bakers Ferry Road Southwest,6/7/18 20:58
5,Ebony James,female,black,medium,1020 Lenox Park Boulevard Northeast,6/7/18 20:59
6,Shanice Thomas,female,black,low,265 Ponce De Leon Avenue NE,6/7/18 21:38
7,Caleb Peterson,male,white,high,485 Lindbergh Place Northeast,6/7/18 21:39
8,Charlie Myers,male,white,medium,1400 Briarcliff Road Northeast,6/7/18 21:40
9,Ronnie Miller,male,white,low,465 Memorial Drive Southeast,6/7/18 21:41
10,Aubrey Murphy,female,white,high,751 Fairburn Road Southwest,6/7/18 21:42
11,Erica Cox,female,white,medium,207 13th Street Northeast,6/7/18 21:46
12,Leslie Wood,female,white,low,4695 North Church Lane SE,6/7/18 21:47
13,Jorge Rodriguez,male,hispanic,high,5555 Roswell Road,6/7/18 21:48
14,Pedro Sanchez,male,hispanic,medium,3311 Flowers Road South,6/7/18 21:49
15,Luis Torres,male,hispanic,low,2565 Shallowford Road Northeast,6/7/18 21:50
16,Isabella Lopez,female,hispanic,high,3558 Piedmont Road Northeast,6/7/18 21:51
17,Mariana Morales,female,hispanic,medium,225 26th Street Northwest,6/7/18 21:52
18,Jimena Ramirez,female,hispanic,low,205 12th Street Northeast,6/7/18 21:53
