person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,4501 Circle 75 Parkway Southeast,6/8/18 18:23
2,Lamar Williams,male,black,medium,1400 Briarcliff Road Northeast,6/8/18 18:24
3,DaQuan Robinson,male,black,low,5501 Glenridge Drive,6/8/18 18:25
4,Nia Harris,female,black,high,177 North Colonial Homes Circle NW,6/8/18 18:26
5,Ebony James,female,black,medium,485 Lindbergh Place Northeast,6/8/18 18:27
6,Shanice Thomas,female,black,low,3201 Downwood Circle Northwest,6/8/18 18:28
7,Caleb Peterson,male,white,high,3311 Flowers Road South,6/8/18 18:29
8,Charlie Myers,male,white,medium,1265 Mount Vernon Highway,6/8/18 18:30
9,Ronnie Miller,male,white,low,508 Main Street Northeast,6/8/18 18:31
10,Aubrey Murphy,female,white,high,530 Piedmont Avenue NE,6/8/18 18:32
11,Erica Cox,female,white,medium,100 Akers Ridge Drive Southeast,6/8/18 18:33
12,Leslie Wood,female,white,low,1783 Johnson Road Northwest,6/8/18 18:34
13,Jorge Rodriguez,male,hispanic,high,92 West Paces Ferry Road NW,6/8/18 18:35
14,Pedro Sanchez,male,hispanic,medium,2432 Johnson Ferry Road Northeast,6/8/18 18:36
15,Luis Torres,male,hispanic,low,1205 Metropolitan Avenue SE,6/8/18 18:37
16,Isabella Lopez,female,hispanic,high,4403 Northside Parkway Northwest,6/8/18 18:38
17,Mariana Morales,female,hispanic,medium,455 14th Street Northwest,6/8/18 18:39
18,Jimena Ramirez,female,hispanic,low,600 Phipps Boulevard Northeast,6/8/18 18:40
