person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,201 Hillandale Drive,6/29/18 18:16
2,Lamar Williams,male,black,medium,75 Elderberry Point,
3,DaQuan Robinson,male,black,low,160 Devilla Trace,
4,Nia Harris,female,black,high,8117 Attleboro Drive,6/29/18 18:21
5,Ebony James,female,black,medium,240 Carriage Circle,
6,Shanice Thomas,female,black,low,68 Horizon Hill,
7,Caleb Peterson,male,white,high,4130 Monarch Drive,6/29/18 18:24
8,Charlie Myers,male,white,medium,3269 Robin Hood Lane,6/29/18 18:25
9,Ronnie Miller,male,white,low,325 Summer Place,
10,Aubrey Murphy,female,white,high,9177 Chickasaw Court,6/29/18 18:27
11,Erica Cox,female,white,medium,235 West Lane,6/29/18 18:28
12,Leslie Wood,female,white,low,230 Parkway Court,6/29/18 18:29
13,Jorge Rodriguez,male,hispanic,high,141 North Square Lane,
14,Pedro Sanchez,male,hispanic,medium,22 Chelsea Lane,6/29/18 18:31
15,Luis Torres,male,hispanic,low,340 Seay Road,6/29/18 18:32
16,Isabella Lopez,female,hispanic,high,2112 Highway 34 East,6/29/18 18:33
17,Mariana Morales,female,hispanic,medium,7548 Pembrook Court,6/29/18 18:34
18,Jimena Ramirez,female,hispanic,low,11 Ryan Trail,6/29/18 18:35
