person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,4299 Buckingham Place,6/21/18 21:59
2,Lamar Williams,male,black,medium,2855 Karen Ridge Southwest,6/21/18 22:00
3,DaQuan Robinson,male,black,low,3969 Gladwyn Court,6/21/18 22:01
4,Nia Harris,female,black,high,110 Howard Avenue NW,6/21/18 22:02
5,Ebony James,female,black,medium,215 Kiowa Court Southeast,6/21/18 22:03
6,Shanice Thomas,female,black,low,1868 Harbour Oaks Drive,6/21/18 22:04
7,Caleb Peterson,male,white,high,2370 Rock Creek Drive Southwest,6/21/18 22:05
8,Charlie Myers,male,white,medium,1582 Kings Ridge Drive,6/21/18 22:06
9,Ronnie Miller,male,white,low,6780 Mableton Parkway Southeast #33,
10,Aubrey Murphy,female,white,high,6359 Bells Ferry Road #53,6/21/18 22:08
11,Erica Cox,female,white,medium,6359 Bells Ferry Road #25,6/21/18 22:09
12,Leslie Wood,female,white,low,7685 Mountain Creek Way,6/21/18 22:10
13,Jorge Rodriguez,male,hispanic,high,220 Charity Drive,6/21/18 22:11
14,Pedro Sanchez,male,hispanic,medium,1550 Edgemoor Lane,
15,Luis Torres,male,hispanic,low,5127 Galbraith Circle,6/21/18 22:13
16,Isabella Lopez,female,hispanic,high,3599 Woodbriar Circle #G,6/21/18 22:14
17,Mariana Morales,female,hispanic,medium,117 Wendy Way,6/21/18 22:15
18,Jimena Ramirez,female,hispanic,low,3267 Highpoint Court #3,6/21/18 22:16
