person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,3814 Palisade Court,6/12/18 16:41
2,Lamar Williams,male,black,medium,2068 Singer Way,6/12/18 16:42
3,DaQuan Robinson,male,black,low,6868 Timbers East Drive,6/12/18 16:43
4,Nia Harris,female,black,high,253 Bailey Avenue,6/12/18 16:44
5,Ebony James,female,black,medium,4288 Bradley Drive,6/12/18 16:45
6,Shanice Thomas,female,black,low,235 Lazy Hollow Lane,6/12/18 16:46
7,Caleb Peterson,male,white,high,3182 Nectarine Circle,6/12/18 16:47
8,Charlie Myers,male,white,medium,2050 Sylvania Drive,6/12/18 16:48
9,Ronnie Miller,male,white,low,1175 Milstead Avenue NE,6/12/18 16:49
10,Aubrey Murphy,female,white,high,1240 Opal Circle,6/12/18 16:50
11,Erica Cox,female,white,medium,3458 Lark Lane,6/12/18 16:51
12,Leslie Wood,female,white,low,732 Jockey Lane,6/12/18 16:52
13,Jorge Rodriguez,male,hispanic,high,130 Hunters Keep,6/12/18 16:53
14,Pedro Sanchez,male,hispanic,medium,458 Desiree Drive,6/12/18 16:54
15,Luis Torres,male,hispanic,low,2819 Wynhaven Oaks Way,
16,Isabella Lopez,female,hispanic,high,3575 Oakvale Road #1106,6/12/18 16:56
17,Mariana Morales,female,hispanic,medium,311 Kent Road Southwest,6/12/18 16:57
18,Jimena Ramirez,female,hispanic,low,6525 Cold Stream Drive,6/12/18 16:58
