person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,810 Mill Station Drive,
2,Lamar Williams,male,black,medium,885 Stonemill Mnr,
3,DaQuan Robinson,male,black,low,400 South Preston Trail,6/13/18 18:38
4,Nia Harris,female,black,high,4255 Smoke Creek Parkway #A103,6/13/18 18:39
5,Ebony James,female,black,medium,4255 Smoke Creek Parkway #A134,6/13/18 18:40
6,Shanice Thomas,female,black,low,220 Red Oak Lane,6/13/18 18:41
7,Caleb Peterson,male,white,high,90 Mountain Way,
8,Charlie Myers,male,white,medium,6111 Lynxs Circle Southwest,6/13/18 18:43
9,Ronnie Miller,male,white,low,5533 La Fleur Trail,6/13/18 18:44
10,Aubrey Murphy,female,white,high,4412 Raptor Place,6/13/18 18:45
11,Erica Cox,female,white,medium,3795 Rosemary Lane Southeast,
12,Leslie Wood,female,white,low,5915 Shadewater Drive,6/13/18 18:47
13,Jorge Rodriguez,male,hispanic,high,235 Lazy Hollow Lane,6/13/18 18:48
14,Pedro Sanchez,male,hispanic,medium,1381 David Circle,6/13/18 18:49
15,Luis Torres,male,hispanic,low,4255 Smoke Creek Parkway #D007,6/13/18 18:50
16,Isabella Lopez,female,hispanic,high,3503 Cameo Court,6/13/18 18:51
17,Mariana Morales,female,hispanic,medium,1565 Keylake Drive,6/13/18 18:52
18,Jimena Ramirez,female,hispanic,low,7981 Norris Lake Road,6/13/18 18:53
