person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,204 1st Leaf,6/29/18 20:28
2,Lamar Williams,male,black,medium,612 South Dogwood Street,6/29/18 20:29
3,DaQuan Robinson,male,black,low,41 Windgate Drive,
4,Nia Harris,female,black,high,60 Dillard Drive Northeast,6/29/18 20:31
5,Ebony James,female,black,medium,6311 South Skyline Drive,6/29/18 20:32
6,Shanice Thomas,female,black,low,1266 Summerstone Trace,
7,Caleb Peterson,male,white,high,148 Adrian Drive,6/29/18 20:34
8,Charlie Myers,male,white,medium,111 Bradford Court,
9,Ronnie Miller,male,white,low,2790 Jodeco Drive,6/29/18 20:36
10,Aubrey Murphy,female,white,high,707 Mossy Oak Drive,6/29/18 20:37
11,Erica Cox,female,white,medium,101 Settlers Ridge Lane,6/29/18 20:38
12,Leslie Wood,female,white,low,724 Highway 293 #37,6/29/18 20:39
13,Jorge Rodriguez,male,hispanic,high,84 Lakeshore Parkway,6/29/18 20:40
14,Pedro Sanchez,male,hispanic,medium,4667 Cresant Lane,6/29/18 20:41
15,Luis Torres,male,hispanic,low,305 Malibu Drive,6/29/18 20:42
16,Isabella Lopez,female,hispanic,high,324 Teague Drive Northwest,6/29/18 20:43
17,Mariana Morales,female,hispanic,medium,420 Freestone Drive,6/29/18 20:44
18,Jimena Ramirez,female,hispanic,low,1445 Lafayette Square,6/29/18 20:45
