person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,1905 Falcon Wood Drive Northeast,6/19/18 19:25
2,Lamar Williams,male,black,medium,1715 Wingard Drive,6/19/18 19:26
3,DaQuan Robinson,male,black,low,116 Worthington Drive #116,6/19/18 19:27
4,Nia Harris,female,black,high,6845 Hampshire Drive,6/19/18 19:28
5,Ebony James,female,black,medium,726 Mountain Laurel Drive,6/19/18 19:29
6,Shanice Thomas,female,black,low,3376 Campbell Road,6/19/18 19:30
7,Caleb Peterson,male,white,high,3587 Lower Roswell Road,6/19/18 19:31
8,Charlie Myers,male,white,medium,111 Nelson Ridge Drive,6/19/18 19:32
9,Ronnie Miller,male,white,low,301 Summerstone Court,6/19/18 19:33
10,Aubrey Murphy,female,white,high,3958 Wood Path Drive,6/19/18 19:34
11,Erica Cox,female,white,medium,226 Skyland Drive,6/19/18 19:35
12,Leslie Wood,female,white,low,3969 Gladwyn Court,6/19/18 19:36
13,Jorge Rodriguez,male,hispanic,high,2686 Candler Drive Southwest,6/19/18 19:37
14,Pedro Sanchez,male,hispanic,medium,170 Concord Road Southeast,6/19/18 19:38
15,Luis Torres,male,hispanic,low,3907 Wood Path Drive,6/19/18 19:39
16,Isabella Lopez,female,hispanic,high,5202 Highland Trail,6/19/18 19:40
17,Mariana Morales,female,hispanic,medium,7245 Lacey Drive,6/19/18 19:41
18,Jimena Ramirez,female,hispanic,low,8053 Fieldstream Way,6/19/18 19:42
