person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,2151 Cumberland Parkway Southeast,6/8/18 17:44
2,Lamar Williams,male,black,medium,4695 North Church Lane SE,6/8/18 17:45
3,DaQuan Robinson,male,black,low,22 14th Street Northwest,6/8/18 17:46
4,Nia Harris,female,black,high,1438 Bouldercrest Road Southeast,6/8/18 17:47
5,Ebony James,female,black,medium,240 East Belle Isle Road,6/8/18 17:48
6,Shanice Thomas,female,black,low,391 17th Street Northwest,6/8/18 17:49
7,Caleb Peterson,male,white,high,225 26th Street Northwest,6/8/18 17:50
8,Charlie Myers,male,white,medium,3151 Stillhouse Creek Drive Southeast,6/8/18 17:51
9,Ronnie Miller,male,white,low,325 Centennial Olympic Park Drive Northwest,6/8/18 17:52
10,Aubrey Murphy,female,white,high,1240 West Peachtree Street NW,6/8/18 17:53
11,Erica Cox,female,white,medium,57 Trowbridge Lk,6/8/18 17:54
12,Leslie Wood,female,white,low,4867 Ashford Dunwoody Road,6/8/18 17:55
13,Jorge Rodriguez,male,hispanic,high,6200 Bakers Ferry Road Southwest,6/8/18 17:56
14,Pedro Sanchez,male,hispanic,medium,1020 Lenox Park Boulevard Northeast,6/8/18 17:57
15,Luis Torres,male,hispanic,low,1831 Briarcliff Circle Northeast,6/8/18 17:58
16,Isabella Lopez,female,hispanic,high,460 East Lake Boulevard SE,6/8/18 17:59
17,Mariana Morales,female,hispanic,medium,1845 Piedmont Avenue NE,6/8/18 18:00
18,Jimena Ramirez,female,hispanic,low,95 8th Street Northwest,6/8/18 18:01
