person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,2344 Jennas Way Southeast,
2,Lamar Williams,male,black,medium,253 Eastgate Circle,6/11/18 19:37
3,DaQuan Robinson,male,black,low,2680 Kentshire Way,6/11/18 19:38
4,Nia Harris,female,black,high,203 Jere Drive,6/11/18 19:39
5,Ebony James,female,black,medium,311 Kent Road Southwest,6/11/18 19:40
6,Shanice Thomas,female,black,low,454 Michael Drive,6/11/18 19:41
7,Caleb Peterson,male,white,high,4364 Cary Drive,6/11/18 19:42
8,Charlie Myers,male,white,medium,4255 Smoke Creek Parkway #D007,6/11/18 19:43
9,Ronnie Miller,male,white,low,1450 Timber Walk Drive,6/11/18 19:44
10,Aubrey Murphy,female,white,high,7448 Edenberry Way,6/11/18 19:45
11,Erica Cox,female,white,medium,6868 Timbers East Drive,6/11/18 19:46
12,Leslie Wood,female,white,low,1487 Woodfern Drive,6/11/18 19:47
13,Jorge Rodriguez,male,hispanic,high,282 Oakland Hills Way,6/11/18 19:48
14,Pedro Sanchez,male,hispanic,medium,525 Aristocrat Drive,6/11/18 19:49
15,Luis Torres,male,hispanic,low,3182 Nectarine Circle,6/11/18 19:50
16,Isabella Lopez,female,hispanic,high,2246 Clanton Terrace,6/11/18 19:51
17,Mariana Morales,female,hispanic,medium,3045 Wildflower Lane,6/11/18 19:52
18,Jimena Ramirez,female,hispanic,low,732 Jockey Lane,6/11/18 19:53
