person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,1948 Boatswain Drive,6/27/18 14:28
2,Lamar Williams,male,black,medium,1393 North Hampton Drive,6/27/18 14:29
3,DaQuan Robinson,male,black,low,255 Malibu Drive,6/27/18 14:30
4,Nia Harris,female,black,high,5 Hampton Oaks Drive,6/27/18 14:31
5,Ebony James,female,black,medium,314 Everdale Road,6/27/18 14:32
6,Shanice Thomas,female,black,low,380 Pleasant Valley Road,6/27/18 14:33
7,Caleb Peterson,male,white,high,95 Rosebud Lane,6/27/18 14:34
8,Charlie Myers,male,white,medium,480 Willow Lane,6/27/18 14:35
9,Ronnie Miller,male,white,low,116BOBWHIT East Lane,6/27/18 14:36
10,Aubrey Murphy,female,white,high,65 Applewood Circle,6/27/18 14:37
11,Erica Cox,female,white,medium,55 Titleist Court,6/27/18 14:38
12,Leslie Wood,female,white,low,2030 Woodside Park Drive,6/27/18 14:39
13,Jorge Rodriguez,male,hispanic,high,204 1st Leaf,6/27/18 14:40
14,Pedro Sanchez,male,hispanic,medium,1009 Rich Davis Road,6/27/18 14:41
15,Luis Torres,male,hispanic,low,612 South Dogwood Street,6/27/18 14:42
16,Isabella Lopez,female,hispanic,high,6747 Black Twig Court,6/27/18 14:43
17,Mariana Morales,female,hispanic,medium,724 Highway 293 #58,6/27/18 14:44
18,Jimena Ramirez,female,hispanic,low,10875 Southshore Court,6/27/18 14:45
