person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,1133 Lightfoot Drive,6/22/18 22:00
2,Lamar Williams,male,black,medium,8053 Fieldstream Way,
3,DaQuan Robinson,male,black,low,119 Magnolia Street,6/22/18 22:02
4,Nia Harris,female,black,high,2686 Candler Drive Southwest,
5,Ebony James,female,black,medium,3317 Hickory Bluff Drive,6/22/18 22:05
6,Shanice Thomas,female,black,low,3199 Rock Pine Way,6/22/18 22:10
7,Caleb Peterson,male,white,high,300 Hurt Road Southwest #3,6/22/18 22:11
8,Charlie Myers,male,white,medium,2440 Wood Meadows Drive Southwest,6/22/18 22:12
9,Ronnie Miller,male,white,low,132 Johnson Drive,6/22/18 22:13
10,Aubrey Murphy,female,white,high,107 Oscar Court,
11,Erica Cox,female,white,medium,4207 Village Square Lane,
12,Leslie Wood,female,white,low,116 Worthington Drive #116,6/22/18 22:16
13,Jorge Rodriguez,male,hispanic,high,3969 Gladwyn Court,
14,Pedro Sanchez,male,hispanic,medium,3958 Wood Path Drive,
15,Luis Torres,male,hispanic,low,16 Jackson Place Northwest,6/22/18 22:19
16,Isabella Lopez,female,hispanic,high,427 Valley View Drive,6/22/18 22:20
17,Mariana Morales,female,hispanic,medium,735 Greenhedge Drive,6/22/18 22:21
18,Jimena Ramirez,female,hispanic,low,5091 Whitewater Drive,
