person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,223 Overlook Court,6/28/18 17:55
2,Lamar Williams,male,black,medium,17 Westgate Park Drive,6/28/18 17:56
3,DaQuan Robinson,male,black,low,168 Sherwood Loop,6/28/18 18:00
4,Nia Harris,female,black,high,95 Rosebud Lane,6/28/18 18:01
5,Ebony James,female,black,medium,35 Meadow View Street,6/28/18 18:04
6,Shanice Thomas,female,black,low,4465 Patrick Drive Northeast,6/28/18 18:05
7,Caleb Peterson,male,white,high,10875 Southshore Court,6/28/18 18:06
8,Charlie Myers,male,white,medium,1248 Silverstone Trail,6/28/18 18:08
9,Ronnie Miller,male,white,low,8610 Wood Springs Court,6/28/18 18:09
10,Aubrey Murphy,female,white,high,110 Providence Way,6/28/18 18:10
11,Erica Cox,female,white,medium,303 Tamarac Trail,
12,Leslie Wood,female,white,low,8117 Attleboro Drive,6/28/18 18:12
13,Jorge Rodriguez,male,hispanic,high,24 Cool Water Court,6/28/18 18:14
14,Pedro Sanchez,male,hispanic,medium,1239 Dallas Nebo Road,6/28/18 18:15
15,Luis Torres,male,hispanic,low,527 Fieldgreen Drive,6/28/18 18:16
16,Isabella Lopez,female,hispanic,high,115 Lakeview Drive,6/28/18 18:17
17,Mariana Morales,female,hispanic,medium,781 Jasperson Court,6/28/18 18:26
18,Jimena Ramirez,female,hispanic,low,180 Malibu Drive,
