person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,3205 Cumberland Boulevard,6/7/18 21:54
2,Lamar Williams,male,black,medium,1205 Metropolitan Avenue SE,6/7/18 21:55
3,DaQuan Robinson,male,black,low,855 Emory Point Drive,6/7/18 21:56
4,Nia Harris,female,black,high,2432 Johnson Ferry Road Northeast,6/7/18 21:57
5,Ebony James,female,black,medium,100 Lenox Park Circle Northeast,6/7/18 21:58
6,Shanice Thomas,female,black,low,50 Adams Lake Boulevard Southeast,
7,Caleb Peterson,male,white,high,1000 Northside Drive Northwest,6/7/18 22:00
8,Charlie Myers,male,white,medium,1155 Lavista Road Northeast,6/8/18 0:43
9,Ronnie Miller,male,white,low,391 17th Street Northwest,6/8/18 0:44
10,Aubrey Murphy,female,white,high,2400 Parkland Drive Northeast,6/8/18 0:45
11,Erica Cox,female,white,medium,1500 Huntcliff Village Court,6/8/18 0:46
12,Leslie Wood,female,white,low,1220 Mecaslin Street Northwest,6/8/18 0:47
13,Jorge Rodriguez,male,hispanic,high,3380 Peachtree Road Northeast,6/8/18 0:48
14,Pedro Sanchez,male,hispanic,medium,2800 Paces Ferry Road Northwest,6/8/18 0:49
15,Luis Torres,male,hispanic,low,100 Akers Ridge Drive Southeast,6/8/18 0:50
16,Isabella Lopez,female,hispanic,high,500 Briarvista Way Northeast,6/8/18 0:51
17,Mariana Morales,female,hispanic,medium,1570 Sheridan Road Northeast,6/8/18 0:52
18,Jimena Ramirez,female,hispanic,low,2200 Ranchwood Drive Northeast,6/8/18 0:53
