person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,104 Catalba Court,6/27/18 14:46
2,Lamar Williams,male,black,medium,400 Malibu Drive,6/27/18 14:47
3,DaQuan Robinson,male,black,low,3650 Mill Lake Drive,
4,Nia Harris,female,black,high,235 Grand Isle Court,6/27/18 14:49
5,Ebony James,female,black,medium,8892 Wellston Court,6/27/18 14:50
6,Shanice Thomas,female,black,low,116 Old Chapel Lane,6/27/18 14:51
7,Caleb Peterson,male,white,high,84 Lakeshore Parkway,6/27/18 14:52
8,Charlie Myers,male,white,medium,547 Joneus Drive,6/27/18 14:53
9,Ronnie Miller,male,white,low,17060 Wildwood Road,
10,Aubrey Murphy,female,white,high,350 West Lane,6/27/18 14:55
11,Erica Cox,female,white,medium,1406 North Hampton Drive,6/27/18 14:56
12,Leslie Wood,female,white,low,220 Marron Road,6/27/18 14:57
13,Jorge Rodriguez,male,hispanic,high,3725 Winding Trail Court,6/27/18 14:58
14,Pedro Sanchez,male,hispanic,medium,211 Morgans Turn,6/27/18 14:59
15,Luis Torres,male,hispanic,low,1016 Adie Cove #151,6/27/18 19:52
16,Isabella Lopez,female,hispanic,high,105 Tulane Drive,6/27/18 19:53
17,Mariana Morales,female,hispanic,medium,240 Carriage Circle,6/27/18 19:54
18,Jimena Ramirez,female,hispanic,low,3107 Waterford Court,
