person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,7631 Dallas Highway #C007,6/20/18 17:10
2,Lamar Williams,male,black,medium,7631 Dallas Highway #D018,6/20/18 17:11
3,DaQuan Robinson,male,black,low,768 Martin Road,6/20/18 17:12
4,Nia Harris,female,black,high,4760 Fairway View Court,6/20/18 17:13
5,Ebony James,female,black,medium,3473 Johns Road,6/20/18 17:14
6,Shanice Thomas,female,black,low,6780 Mableton Parkway Southeast #20,6/20/18 17:51
7,Caleb Peterson,male,white,high,146 Parkmont Court,6/20/18 17:52
8,Charlie Myers,male,white,medium,4644 Sammy Drive,6/20/18 17:53
9,Ronnie Miller,male,white,low,5368 Kristian Court,6/20/18 17:54
10,Aubrey Murphy,female,white,high,2603 Oak Hill Drive,6/20/18 17:55
11,Erica Cox,female,white,medium,2951 Gray Road Southeast,6/20/18 17:56
12,Leslie Wood,female,white,low,5091 Whitewater Drive,
13,Jorge Rodriguez,male,hispanic,high,7631 Dallas Highway #B030,6/20/18 17:58
14,Pedro Sanchez,male,hispanic,medium,604 Overlook Drive,
15,Luis Torres,male,hispanic,low,742 Stone Hill Drive,6/20/18 18:00
16,Isabella Lopez,female,hispanic,high,1117 Malibu Drive,6/20/18 18:01
17,Mariana Morales,female,hispanic,medium,1 Sweetwater Parkway,6/20/18 18:02
18,Jimena Ramirez,female,hispanic,low,4818 West McEachern Woods Drive,6/20/18 18:03
