person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,4649 Big Valley Court,6/20/18 18:40
2,Lamar Williams,male,black,medium,113 Howard Avenue NW,6/20/18 18:41
3,DaQuan Robinson,male,black,low,42 Arrowhead Drive,6/20/18 18:42
4,Nia Harris,female,black,high,220 Charity Drive,6/20/18 18:43
5,Ebony James,female,black,medium,5112 South Woodbridge Trail,6/20/18 18:44
6,Shanice Thomas,female,black,low,5336 Martins Crossing Road,6/20/18 18:45
7,Caleb Peterson,male,white,high,3191 Ridgecrest Drive,6/20/18 18:46
8,Charlie Myers,male,white,medium,5207 Cindy Way,6/20/18 18:47
9,Ronnie Miller,male,white,low,115 Creekmont Court,6/20/18 18:48
10,Aubrey Murphy,female,white,high,915 Tamarisk Place,6/20/18 18:49
11,Erica Cox,female,white,medium,783 Fox Valley Drive,6/20/18 18:50
12,Leslie Wood,female,white,low,281 Bakers Bridge Circle,6/20/18 18:51
13,Jorge Rodriguez,male,hispanic,high,176 Ilex Drive,6/20/18 18:52
14,Pedro Sanchez,male,hispanic,medium,3614 Silver Springs Way,6/20/18 18:53
15,Luis Torres,male,hispanic,low,3711 Autumn Leaves Lane,6/20/18 18:54
16,Isabella Lopez,female,hispanic,high,19 Case Street,6/20/18 18:55
17,Mariana Morales,female,hispanic,medium,8057 Fieldstream Way,
18,Jimena Ramirez,female,hispanic,low,3559 Ulster Lane Northeast,6/20/18 18:57
