person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,6111 Lynxs Circle Southwest,6/11/18 19:18
2,Lamar Williams,male,black,medium,6251 Klondike River Road,6/11/18 19:19
3,DaQuan Robinson,male,black,low,1082 Wildwood Wake Bend,6/11/18 19:20
4,Nia Harris,female,black,high,86 Sandalwood Circle,6/11/18 19:21
5,Ebony James,female,black,medium,4255 Smoke Creek Parkway #C021,6/11/18 19:22
6,Shanice Thomas,female,black,low,525 State Route 162,6/11/18 19:23
7,Caleb Peterson,male,white,high,2481 Trailmark Drive,6/11/18 19:24
8,Charlie Myers,male,white,medium,4526 Jackam Ridge Court,6/11/18 19:25
9,Ronnie Miller,male,white,low,5785 Charleston Lane #5785,6/11/18 19:26
10,Aubrey Murphy,female,white,high,5452 Covent Way,6/11/18 19:27
11,Erica Cox,female,white,medium,2485 Misty Hollow Lane,6/11/18 19:28
12,Leslie Wood,female,white,low,3503 Cameo Court,6/11/18 19:29
13,Jorge Rodriguez,male,hispanic,high,17 Brookview Drive,6/11/18 19:30
14,Pedro Sanchez,male,hispanic,medium,4030 Riverside Parkway,6/11/18 19:31
15,Luis Torres,male,hispanic,low,1780 Silver Leaf Court Southwest,6/11/18 19:32
16,Isabella Lopez,female,hispanic,high,240 Circle Road,6/11/18 19:33
17,Mariana Morales,female,hispanic,medium,3458 Lark Lane,6/11/18 19:34
18,Jimena Ramirez,female,hispanic,low,6716 Gina Agha Circle,6/11/18 19:35
