person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,571 Rankin Street Northeast,
2,Lamar Williams,male,black,medium,2242 Jernigan Drive Southeast,6/9/18 22:07
3,DaQuan Robinson,male,black,low,2064 South Akin Drive NE,
4,Nia Harris,female,black,high,278 Patterson Avenue SE,6/9/18 22:09
5,Ebony James,female,black,medium,3753 Admiral Drive,6/9/18 22:10
6,Shanice Thomas,female,black,low,2830 Talisman Court Northeast,6/9/18 22:11
7,Caleb Peterson,male,white,high,2800 NE West Paces Ferry Road N West #3,6/9/18 22:12
8,Charlie Myers,male,white,medium,447 Thackery Place Southwest,6/9/18 22:13
9,Ronnie Miller,male,white,low,1014 Saint Charles Avenue NE,6/9/18 22:14
10,Aubrey Murphy,female,white,high,338 Lakemoore Drive Northeast,6/9/18 22:15
11,Erica Cox,female,white,medium,960 Beecher Court Southwest,
12,Leslie Wood,female,white,low,1947 Boulderview,6/9/18 22:17
13,Jorge Rodriguez,male,hispanic,high,290 Sisson Avenue NE,6/9/18 22:18
14,Pedro Sanchez,male,hispanic,medium,2751 Flagstone Drive Southeast,6/9/18 22:19
15,Luis Torres,male,hispanic,low,1279 Druid Place Northeast,6/9/18 22:20
16,Isabella Lopez,female,hispanic,high,37 Lakeland Drive Northwest,6/9/18 22:21
17,Mariana Morales,female,hispanic,medium,266 Hampton Terrace Northeast,6/9/18 22:22
18,Jimena Ramirez,female,hispanic,low,87 Atlanta Avenue SE,
