person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,627 West Mnr,6/30/18 2:34
2,Lamar Williams,male,black,medium,5147 Spring Glen Court,6/30/18 2:35
3,DaQuan Robinson,male,black,low,935 Highway 81 West,
4,Nia Harris,female,black,high,108 Country Place,
5,Ebony James,female,black,medium,7210 Little Fawn Parkway,
6,Shanice Thomas,female,black,low,105 Tulane Drive,6/30/18 2:39
7,Caleb Peterson,male,white,high,90 Millstream Drive,6/30/18 2:40
8,Charlie Myers,male,white,medium,270 Amanda Court,6/30/18 2:41
9,Ronnie Miller,male,white,low,36 Stonehaven Drive,6/30/18 2:42
10,Aubrey Murphy,female,white,high,235 Grand Isle Court,6/30/18 2:43
11,Erica Cox,female,white,medium,207 Misty Ridge Trail,6/30/18 2:44
12,Leslie Wood,female,white,low,6460 Chickasaw Drive,
13,Jorge Rodriguez,male,hispanic,high,183 Seabreeze Court,
14,Pedro Sanchez,male,hispanic,medium,125 Birch Creek Circle,6/30/18 2:47
15,Luis Torres,male,hispanic,low,129 Inverness Avenue,6/30/18 2:48
16,Isabella Lopez,female,hispanic,high,2030 Woodside Park Drive,6/30/18 2:49
17,Mariana Morales,female,hispanic,medium,2939 Dungeness Drive,6/30/18 2:50
18,Jimena Ramirez,female,hispanic,low,17060 Wildwood Road,
