person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,3575 Oakvale Road #1103,6/13/18 18:18
2,Lamar Williams,male,black,medium,6317 Avery Street Southwest,6/13/18 18:19
3,DaQuan Robinson,male,black,low,2997 Sentinel Parkway,6/13/18 18:20
4,Nia Harris,female,black,high,732 Jockey Lane,6/13/18 18:21
5,Ebony James,female,black,medium,1860 Suwanee Ridge Court,6/13/18 18:22
6,Shanice Thomas,female,black,low,3301 Fairington Club Drive,6/13/18 18:23
7,Caleb Peterson,male,white,high,811 South McDonough Street,6/13/18 18:24
8,Charlie Myers,male,white,medium,3292 Basking Shade Lane,6/13/18 18:25
9,Ronnie Miller,male,white,low,311 Kent Road Southwest,6/13/18 18:26
10,Aubrey Murphy,female,white,high,3359 Mansfield Lane,6/13/18 18:27
11,Erica Cox,female,white,medium,2124 Hickory Bend Southeast,6/13/18 18:28
12,Leslie Wood,female,white,low,3434 Warwick Way,6/13/18 18:29
13,Jorge Rodriguez,male,hispanic,high,1487 Woodfern Drive,6/13/18 18:30
14,Pedro Sanchez,male,hispanic,medium,635 Union Hill Road,6/13/18 18:31
15,Luis Torres,male,hispanic,low,2760 Mayfair Drive,6/13/18 18:32
16,Isabella Lopez,female,hispanic,high,132 Sandalwood Circle,6/13/18 18:33
17,Mariana Morales,female,hispanic,medium,2481 Trailmark Drive,
18,Jimena Ramirez,female,hispanic,low,5445 Fieldfreen Drive,6/13/18 18:35
