person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,282 Oakland Hills Way,6/13/18 14:45
2,Lamar Williams,male,black,medium,1945 Buford Dam Road,6/13/18 14:46
3,DaQuan Robinson,male,black,low,3457 Springlake Drive,6/13/18 14:47
4,Nia Harris,female,black,high,1267 Hickory Drive Southwest,6/13/18 14:48
5,Ebony James,female,black,medium,6155 Marbut Farms Chase,6/13/18 14:49
6,Shanice Thomas,female,black,low,3808 Willow Wood Way,6/13/18 14:50
7,Caleb Peterson,male,white,high,2344 Jennas Way Southeast,6/13/18 14:51
8,Charlie Myers,male,white,medium,15290 Highway 36,
9,Ronnie Miller,male,white,low,140 Kay Circle,6/13/18 14:53
10,Aubrey Murphy,female,white,high,3706 Winterberry Lane,
11,Erica Cox,female,white,medium,2865 Leisure Springs Circle,
12,Leslie Wood,female,white,low,45 Nicole Court,6/13/18 14:56
13,Jorge Rodriguez,male,hispanic,high,1057 Wildwood Lane,6/13/18 14:57
14,Pedro Sanchez,male,hispanic,medium,4255 Smoke Creek Parkway #C027,6/13/18 14:58
15,Luis Torres,male,hispanic,low,1416 Sandy Lane,6/13/18 14:59
16,Isabella Lopez,female,hispanic,high,6550POL East Crk,6/13/18 15:00
17,Mariana Morales,female,hispanic,medium,2932 Tiffany Drive Southwest,6/13/18 15:01
18,Jimena Ramirez,female,hispanic,low,2439 Northbrook Road,6/13/18 15:02
