person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,487 East Main Street,6/30/18 12:37
2,Lamar Williams,male,black,medium,4621 Whispering Pines Drive,6/30/18 12:38
3,DaQuan Robinson,male,black,low,2668 Wynter Snow Run,6/30/18 12:39
4,Nia Harris,female,black,high,6511 Meadow Lark Drive,6/30/18 12:40
5,Ebony James,female,black,medium,3130 Amber Lane,6/30/18 12:41
6,Shanice Thomas,female,black,low,1453 Iroquois Path Northeast,6/30/18 12:42
7,Caleb Peterson,male,white,high,2860 Oxford Road,6/30/18 12:43
8,Charlie Myers,male,white,medium,2580 Suncrest Court,
9,Ronnie Miller,male,white,low,6305 Cherry Tree Lane,6/30/18 12:45
10,Aubrey Murphy,female,white,high,14475 Highway 18 Chalet #98,6/30/18 12:46
11,Erica Cox,female,white,medium,2578 Stoland Drive Northeast,6/30/18 12:47
12,Leslie Wood,female,white,low,6928 Cedar Hill Court,6/30/18 12:48
13,Jorge Rodriguez,male,hispanic,high,420 Winston Manor Drive,6/30/18 12:49
14,Pedro Sanchez,male,hispanic,medium,1461 Dove Creek Road,6/30/18 12:50
15,Luis Torres,male,hispanic,low,366 Glenmoor Place,6/30/18 12:51
16,Isabella Lopez,female,hispanic,high,2474 Highway 330 #2,6/30/18 12:52
17,Mariana Morales,female,hispanic,medium,31 Maple Walk,6/30/18 12:53
18,Jimena Ramirez,female,hispanic,low,2754 Elliott Family Parkway,6/30/18 12:54
