person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,441 Village Way,6/11/18 21:04
2,Lamar Williams,male,black,medium,2784 Coventry Grn Southeast #B,6/11/18 21:05
3,DaQuan Robinson,male,black,low,340 Burgess Mill Trail,6/11/18 21:06
4,Nia Harris,female,black,high,685 Prescott Way,6/11/18 21:07
5,Ebony James,female,black,medium,994 Hazel Court Southwest #994,6/11/18 21:08
6,Shanice Thomas,female,black,low,2879 Port Royal Lane,6/11/18 21:09
7,Caleb Peterson,male,white,high,2225 Pair Road Southwest,6/11/18 21:10
8,Charlie Myers,male,white,medium,4630 Hampton Square Drive,6/11/18 21:11
9,Ronnie Miller,male,white,low,2594 Laurel View Drive,6/11/18 21:12
10,Aubrey Murphy,female,white,high,731 Exchange Mill Place,6/11/18 21:13
11,Erica Cox,female,white,medium,6001 Regent Mnr,
12,Leslie Wood,female,white,low,130 Branchwood Drive,6/11/18 21:15
13,Jorge Rodriguez,male,hispanic,high,3140 Serenade Court,6/11/18 21:16
14,Pedro Sanchez,male,hispanic,medium,1726 Cotton Patch Lane,6/11/18 21:17
15,Luis Torres,male,hispanic,low,1740 Eaglecreek Trail,6/11/18 21:18
16,Isabella Lopez,female,hispanic,high,810 Mill Station Drive,6/11/18 21:19
17,Mariana Morales,female,hispanic,medium,4185 Bradley Drive,6/11/18 22:42
18,Jimena Ramirez,female,hispanic,low,3575 Oakvale Road #1103,6/11/18 22:43
