person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,1767 Arkose Drive Southeast,6/7/18 15:27
2,Lamar Williams,male,black,medium,368 Irwin Street Northeast,6/7/18 15:28
3,DaQuan Robinson,male,black,low,2507 Parkdale Place Northeast,6/7/18 15:29
4,Nia Harris,female,black,high,125 Clifton Street Southeast,6/7/18 15:30
5,Ebony James,female,black,medium,2780 Hidden Forest Court Southeast,6/7/18 15:31
6,Shanice Thomas,female,black,low,2435 Hallie Ml,6/7/18 15:32
7,Caleb Peterson,male,white,high,252 Dodd Avenue SW,6/7/18 15:33
8,Charlie Myers,male,white,medium,786 Clifton Heights Lane Northeast,6/7/18 15:34
9,Ronnie Miller,male,white,low,1490 Kenwood Avenue NW,6/7/18 16:05
10,Aubrey Murphy,female,white,high,1356 Akridge,6/7/18 16:06
11,Erica Cox,female,white,medium,1972 Newfort Drive Northwest,6/7/18 16:07
12,Leslie Wood,female,white,low,87 Atlanta Avenue SE,6/7/18 16:08
13,Jorge Rodriguez,male,hispanic,high,1384 McPherson Avenue SE,6/7/18 16:09
14,Pedro Sanchez,male,hispanic,medium,2204 River Green Drive Northwest,6/7/18 16:10
15,Luis Torres,male,hispanic,low,4676 Pueblo Drive Southwest,6/7/18 16:11
16,Isabella Lopez,female,hispanic,high,140 Scott Street Northwest,6/7/18 16:12
17,Mariana Morales,female,hispanic,medium,278 Patterson Avenue SE,6/7/18 16:13
18,Jimena Ramirez,female,hispanic,low,1069 Ashby Grove Southwest,6/7/18 16:14
