person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,180 Lacey Oak Lane,6/13/18 17:42
2,Lamar Williams,male,black,medium,2943 Lowrance Drive,6/13/18 17:43
3,DaQuan Robinson,male,black,low,1740 Eaglecreek Trail,6/13/18 17:44
4,Nia Harris,female,black,high,3080 Kentmere Drive,6/13/18 17:45
5,Ebony James,female,black,medium,3818 Humber Court,
6,Shanice Thomas,female,black,low,2061 Raymonds Drive,6/13/18 17:47
7,Caleb Peterson,male,white,high,370 Madeline Circle,6/13/18 17:48
8,Charlie Myers,male,white,medium,2524 Holly Berry Trail,6/13/18 17:49
9,Ronnie Miller,male,white,low,474 Allen Drive,6/13/18 17:50
10,Aubrey Murphy,female,white,high,454 Michael Drive,6/13/18 17:51
11,Erica Cox,female,white,medium,979 Lake Drive,6/13/18 17:52
12,Leslie Wood,female,white,low,1965 Meadow Lane,6/13/18 17:53
13,Jorge Rodriguez,male,hispanic,high,4255 Smoke Creek Parkway #C033,6/13/18 17:54
14,Pedro Sanchez,male,hispanic,medium,245 Longcreek Drive,6/13/18 17:55
15,Luis Torres,male,hispanic,low,632 McKoy Street,
16,Isabella Lopez,female,hispanic,high,4255 Smoke Creek Parkway #A139,6/13/18 17:57
17,Mariana Morales,female,hispanic,medium,2612 Elkhorn Drive,
18,Jimena Ramirez,female,hispanic,low,4322 Glenwood Parkway,6/13/18 17:59
