person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,3155 Evergreen Eve Crossing,6/13/18 15:21
2,Lamar Williams,male,black,medium,8384 Majors Road,6/13/18 15:22
3,DaQuan Robinson,male,black,low,1621 Rose Garden Lane,6/13/18 15:23
4,Nia Harris,female,black,high,578 Village Run,6/13/18 15:24
5,Ebony James,female,black,medium,3211 Avensong Village Circle #1,
6,Shanice Thomas,female,black,low,1066 Alford Road,6/13/18 15:55
7,Caleb Peterson,male,white,high,4620 Duration Court,6/13/18 15:56
8,Charlie Myers,male,white,medium,3039 Fields Drive,
9,Ronnie Miller,male,white,low,3409 Hyland Drive,6/13/18 15:58
10,Aubrey Murphy,female,white,high,685 Prescott Way,6/13/18 15:59
11,Erica Cox,female,white,medium,2600 Golfview Terrace Southeast #A,6/13/18 16:00
12,Leslie Wood,female,white,low,2875 Winchester Drive,6/13/18 16:01
13,Jorge Rodriguez,male,hispanic,high,70 Savoy Park Drive,6/13/18 16:02
14,Pedro Sanchez,male,hispanic,medium,4526 Jackam Ridge Court,6/13/18 16:03
15,Luis Torres,male,hispanic,low,2375 Belaire Drive,6/13/18 16:04
16,Isabella Lopez,female,hispanic,high,3583 Bedford Court,
17,Mariana Morales,female,hispanic,medium,1443 1/2 Janmar Drive #MAIN UPSTAIRS,6/13/18 16:06
18,Jimena Ramirez,female,hispanic,low,5005 Timberbridge Lane,6/13/18 16:07
