person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,104 Dodd Boulevard Southeast #B,6/29/18 20:46
2,Lamar Williams,male,black,medium,3107 Waterford Court,
3,DaQuan Robinson,male,black,low,1745 Fielding Way,6/29/18 20:48
4,Nia Harris,female,black,high,307 Westover Drive,
5,Ebony James,female,black,medium,8046 Northcrest Drive,
6,Shanice Thomas,female,black,low,1248 Silverstone Trail,6/29/18 20:51
7,Caleb Peterson,male,white,high,401 Pilgrim Court,6/29/18 20:52
8,Charlie Myers,male,white,medium,221 Lafayette Street,6/29/18 20:53
9,Ronnie Miller,male,white,low,140 Club Drive,6/29/18 20:54
10,Aubrey Murphy,female,white,high,1948 Boatswain Drive,6/29/18 20:55
11,Erica Cox,female,white,medium,6614 Ivy Log Drive,6/29/18 20:56
12,Leslie Wood,female,white,low,480 Cherry Branch Lane,6/29/18 20:57
13,Jorge Rodriguez,male,hispanic,high,2018 Elm Grove Lane,6/29/18 20:58
14,Pedro Sanchez,male,hispanic,medium,223 Overlook Court,6/29/18 20:59
15,Luis Torres,male,hispanic,low,8975 Ochil Lane,6/29/18 21:00
16,Isabella Lopez,female,hispanic,high,43 Roxbury Lane,6/29/18 21:05
17,Mariana Morales,female,hispanic,medium,4074 Yeager Road,
18,Jimena Ramirez,female,hispanic,low,210 Dillard Drive Northeast,
