person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,717 Ridge Avenue,6/22/18 23:42
2,Lamar Williams,male,black,medium,41 Kelley Lane,6/22/18 23:43
3,DaQuan Robinson,male,black,low,4809 Cedar Lake Drive Southeast,6/22/18 23:44
4,Nia Harris,female,black,high,121 Leland Drive Southwest,6/22/18 23:45
5,Ebony James,female,black,medium,3253 Deshong Drive,6/22/18 23:49
6,Shanice Thomas,female,black,low,3098 Old Canton Court,6/22/18 23:50
7,Caleb Peterson,male,white,high,4760 Fairway View Court,6/22/18 23:55
8,Charlie Myers,male,white,medium,1550 Edgemoor Lane,
9,Ronnie Miller,male,white,low,6359 Bells Ferry Road #617,6/23/18 0:00
10,Aubrey Murphy,female,white,high,5701 Woodland Drive,6/23/18 0:01
11,Erica Cox,female,white,medium,111 Dearing Court,6/23/18 0:02
12,Leslie Wood,female,white,low,5127 Galbraith Circle,6/23/18 0:03
13,Jorge Rodriguez,male,hispanic,high,111 Nelson Ridge Drive,6/23/18 0:04
14,Pedro Sanchez,male,hispanic,medium,37 Hamil Court Northwest,6/23/18 0:05
15,Luis Torres,male,hispanic,low,1919 Leacroft Court,6/23/18 0:06
16,Isabella Lopez,female,hispanic,high,2603 Oak Hill Drive,6/23/18 0:07
17,Mariana Morales,female,hispanic,medium,3661 Marlborough Drive,6/23/18 0:09
18,Jimena Ramirez,female,hispanic,low,3600 Lower Roswell Road,6/23/18 0:10
