person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,942 Stokeswood Avenue SE,6/9/18 21:48
2,Lamar Williams,male,black,medium,939 Euclid Avenue NE,6/9/18 21:49
3,DaQuan Robinson,male,black,low,1156 Hardee Street Northeast,6/9/18 21:50
4,Nia Harris,female,black,high,661 Moreland Avenue SE,
5,Ebony James,female,black,medium,998 Center Street Northwest #D,6/9/18 21:52
6,Shanice Thomas,female,black,low,837 Forrest Circle Southeast,
7,Caleb Peterson,male,white,high,3864 Lake Forrest Drive Northwest,6/9/18 21:54
8,Charlie Myers,male,white,medium,125 Clifton Street Southeast,6/9/18 21:55
9,Ronnie Miller,male,white,low,676 Gladstone Road Northwest,6/9/18 21:56
10,Aubrey Murphy,female,white,high,1115 Lynmoor Drive Northeast,6/9/18 21:57
11,Erica Cox,female,white,medium,764 Greenwood Avenue NE,6/9/18 21:58
12,Leslie Wood,female,white,low,1303 Lucile Avenue SW,
13,Jorge Rodriguez,male,hispanic,high,2595 Ashford Road Northeast,6/9/18 22:00
14,Pedro Sanchez,male,hispanic,medium,1356 Akridge,6/9/18 22:01
15,Luis Torres,male,hispanic,low,874 Center Hill Avenue NW,6/9/18 22:02
16,Isabella Lopez,female,hispanic,high,1352 Emory Road Northeast #FRONT BUNGALOW,6/9/18 22:03
17,Mariana Morales,female,hispanic,medium,109 Vanira Avenue SE,
18,Jimena Ramirez,female,hispanic,low,2629 Arlene Way Northeast,
