person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,129 Inverness Avenue,6/28/18 22:24
2,Lamar Williams,male,black,medium,785 Peeksville Road,6/28/18 22:25
3,DaQuan Robinson,male,black,low,152 Highland Drive,6/28/18 22:26
4,Nia Harris,female,black,high,350 Greenview Boulevard,6/28/18 22:27
5,Ebony James,female,black,medium,3136 Mobley Bridge Road #E,6/28/18 22:28
6,Shanice Thomas,female,black,low,300 London Lane,6/28/18 22:29
7,Caleb Peterson,male,white,high,231 Cedar Drive,6/28/18 22:30
8,Charlie Myers,male,white,medium,3493 Sharpsburg McCullum Road,
9,Ronnie Miller,male,white,low,104 Dodd Boulevard Southeast #B,6/28/18 22:32
10,Aubrey Murphy,female,white,high,201 Hillandale Drive,6/28/18 22:33
11,Erica Cox,female,white,medium,160 Spring Ridge Drive,6/28/18 22:34
12,Leslie Wood,female,white,low,627 West Mnr,6/28/18 22:35
13,Jorge Rodriguez,male,hispanic,high,240 Saddlebrook Drive,6/28/18 22:36
14,Pedro Sanchez,male,hispanic,medium,42 Westin Drive,6/28/18 22:37
15,Luis Torres,male,hispanic,low,221 Lafayette Street,6/28/18 22:38
16,Isabella Lopez,female,hispanic,high,7955 Lake Ridge Drive,6/28/18 22:39
17,Mariana Morales,female,hispanic,medium,6293 Silver Creek Lane,6/28/18 23:11
18,Jimena Ramirez,female,hispanic,low,89 Country Village Drive,6/28/18 23:12
