person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,2580 Suncrest Court,
2,Lamar Williams,male,black,medium,5559 Princeton Oaks Lane,7/1/18 15:42
3,DaQuan Robinson,male,black,low,5740 Bostwick Highway #2,7/1/18 15:43
4,Nia Harris,female,black,high,942 Century Oak Drive,7/1/18 15:44
5,Ebony James,female,black,medium,3929 Day Trail North,7/1/18 15:45
6,Shanice Thomas,female,black,low,1386 Valley View Road,7/1/18 15:46
7,Caleb Peterson,male,white,high,420 Winston Manor Drive,7/1/18 15:47
8,Charlie Myers,male,white,medium,1157 Standard Drive Northeast,
9,Ronnie Miller,male,white,low,2292 Ivy Crest Drive,7/1/18 15:49
10,Aubrey Murphy,female,white,high,1504 Marakanda Trail #3,7/1/18 15:50
11,Erica Cox,female,white,medium,2658 Jefferson Terrace,7/1/18 15:53
12,Leslie Wood,female,white,low,6360 Emerald Pointe Circle,7/1/18 15:53
13,Jorge Rodriguez,male,hispanic,high,6511 Meadow Lark Drive,7/1/18 15:54
14,Pedro Sanchez,male,hispanic,medium,5469 Liberty Road,7/1/18 15:55
15,Luis Torres,male,hispanic,low,4633 Devencrest Lane,7/1/18 16:00
16,Isabella Lopez,female,hispanic,high,1475 Greenwillow Drive,7/1/18 16:01
17,Mariana Morales,female,hispanic,medium,3400 Flat Shoals Road,7/1/18 16:02
18,Jimena Ramirez,female,hispanic,low,3203 Neal Way,7/1/18 16:04
