person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,235 Yardsley Drive,6/28/18 17:20
2,Lamar Williams,male,black,medium,2030 Woodside Park Drive,6/28/18 17:25
3,DaQuan Robinson,male,black,low,1442 North Hampton Drive,6/28/18 17:26
4,Nia Harris,female,black,high,140 Beech Creek Court Northwest,6/28/18 17:27
5,Ebony James,female,black,medium,2018 Elm Grove Lane,6/28/18 17:28
6,Shanice Thomas,female,black,low,108 Taylor Knoll Way,6/28/18 17:29
7,Caleb Peterson,male,white,high,619 Philadelphia Drive,6/28/18 17:30
8,Charlie Myers,male,white,medium,109 Lanyard Bend,6/28/18 17:31
9,Ronnie Miller,male,white,low,235 Medford Drive,6/28/18 17:32
10,Aubrey Murphy,female,white,high,935 Highway 81 West,6/28/18 17:33
11,Erica Cox,female,white,medium,7595 Volion Parkway,6/28/18 17:34
12,Leslie Wood,female,white,low,204 1st Leaf,6/28/18 17:35
13,Jorge Rodriguez,male,hispanic,high,401 Pilgrim Court,6/28/18 17:36
14,Pedro Sanchez,male,hispanic,medium,3269 Robin Hood Lane,6/28/18 17:40
15,Luis Torres,male,hispanic,low,120 West Lane,6/28/18 17:44
16,Isabella Lopez,female,hispanic,high,270 Amanda Court,6/28/18 17:45
17,Mariana Morales,female,hispanic,medium,724 Highway 293 #37,6/28/18 17:50
18,Jimena Ramirez,female,hispanic,low,8892 Wellston Court,6/28/18 17:53
