person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,1565 Keylake Drive,6/13/18 3:48
2,Lamar Williams,male,black,medium,1101 Fairington Village Drive,6/13/18 3:49
3,DaQuan Robinson,male,black,low,230 Lassiter Drive,
4,Nia Harris,female,black,high,1487 Woodfern Drive,6/13/18 3:51
5,Ebony James,female,black,medium,2485 Misty Hollow Lane,6/13/18 3:52
6,Shanice Thomas,female,black,low,4322 Glenwood Parkway,6/13/18 3:53
7,Caleb Peterson,male,white,high,930 Winthrope Chase Court,6/13/18 3:54
8,Charlie Myers,male,white,medium,6761 Timbers East Drive,6/13/18 3:55
9,Ronnie Miller,male,white,low,4185 Bradley Drive,6/13/18 3:56
10,Aubrey Murphy,female,white,high,855 Simon Ive Drive,6/13/18 3:57
11,Erica Cox,female,white,medium,240 Circle Road,6/13/18 3:58
12,Leslie Wood,female,white,low,3301 Fairington Club Drive,6/13/18 3:59
13,Jorge Rodriguez,male,hispanic,high,525 State Route 162,6/13/18 4:00
14,Pedro Sanchez,male,hispanic,medium,1927 Taffeta Trail,6/13/18 4:01
15,Luis Torres,male,hispanic,low,9131 Clearview Drive Northwest,6/13/18 4:02
16,Isabella Lopez,female,hispanic,high,2124 Hickory Bend Southeast,6/13/18 4:03
17,Mariana Morales,female,hispanic,medium,4827 Oakwood Court,
18,Jimena Ramirez,female,hispanic,low,2032 Twin Falls Road,6/13/18 4:05
