person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,4185 Panola Road,6/13/18 19:36
2,Lamar Williams,male,black,medium,525 Aristocrat Drive,6/13/18 19:37
3,DaQuan Robinson,male,black,low,2078 Marbut Lane,6/13/18 19:38
4,Nia Harris,female,black,high,4008 River Garden Circle,6/13/18 19:39
5,Ebony James,female,black,medium,1222 Mary Dale Drive Southwest,6/13/18 19:40
6,Shanice Thomas,female,black,low,4185 Bradley Drive,6/13/18 19:41
7,Caleb Peterson,male,white,high,3896 Pine Village Place,6/13/18 19:42
8,Charlie Myers,male,white,medium,266 Rockbridge Road Northwest,6/13/18 19:43
9,Ronnie Miller,male,white,low,203 Jere Drive,6/13/18 19:44
10,Aubrey Murphy,female,white,high,5734 Taffeta Court,6/13/18 19:45
11,Erica Cox,female,white,medium,3940 Ferncliff Road,
12,Leslie Wood,female,white,low,253 Eastgate Circle,6/13/18 19:47
13,Jorge Rodriguez,male,hispanic,high,4272 Bradley Drive,
14,Pedro Sanchez,male,hispanic,medium,5452 Covent Way,6/13/18 19:49
15,Luis Torres,male,hispanic,low,669 Kilkenny Circle,
16,Isabella Lopez,female,hispanic,high,240 Creekside Trail,6/13/18 19:51
17,Mariana Morales,female,hispanic,medium,672 Bankshire Drive,6/13/18 19:52
18,Jimena Ramirez,female,hispanic,low,4630 Hampton Square Drive,6/13/18 19:53
