person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,3583 Bedford Court,
2,Lamar Williams,male,black,medium,4630 Hampton Square Drive,6/12/18 15:54
3,DaQuan Robinson,male,black,low,4255 Smoke Creek Parkway #C027,6/12/18 15:55
4,Nia Harris,female,black,high,6661 Rebecca Lou Lane,6/12/18 15:56
5,Ebony James,female,black,medium,4215 Fox Chase Drive,6/12/18 15:57
6,Shanice Thomas,female,black,low,2795 Wildflower Lane,6/12/18 15:58
7,Caleb Peterson,male,white,high,3808 Willow Wood Way,6/12/18 16:30
8,Charlie Myers,male,white,medium,4022 Johns Street Northwest,6/12/18 16:30
9,Ronnie Miller,male,white,low,4255 Smoke Creek Parkway #A140,6/12/18 16:31
10,Aubrey Murphy,female,white,high,2061 Raymonds Drive,6/12/18 16:32
11,Erica Cox,female,white,medium,1708 Danrich Drive,6/12/18 16:33
12,Leslie Wood,female,white,low,22 Covington Road,6/12/18 16:34
13,Jorge Rodriguez,male,hispanic,high,4149 Panola Lake Circle,6/12/18 16:35
14,Pedro Sanchez,male,hispanic,medium,65 Hunters Ridge Court,6/12/18 16:36
15,Luis Torres,male,hispanic,low,979 Lake Drive,6/12/18 16:37
16,Isabella Lopez,female,hispanic,high,441 Village Way,6/12/18 16:38
17,Mariana Morales,female,hispanic,medium,3896 Pine Village Place,6/12/18 16:39
18,Jimena Ramirez,female,hispanic,low,2565 Freemans Walk Drive,6/12/18 16:40
