person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,95 Peyton Road Southwest,6/7/18 20:17
2,Lamar Williams,male,black,medium,1845 Piedmont Avenue NE,6/7/18 20:18
3,DaQuan Robinson,male,black,low,40 Peachtree Valley Road Northeast,6/7/18 20:19
4,Nia Harris,female,black,high,50 Lincoln Court Avenue NE,6/7/18 20:20
5,Ebony James,female,black,medium,95 8th Street Northwest,6/7/18 20:21
6,Shanice Thomas,female,black,low,600 Phipps Boulevard Northeast,6/7/18 20:22
7,Caleb Peterson,male,white,high,22 14th Street Northwest,6/7/18 20:25
8,Charlie Myers,male,white,medium,1438 Bouldercrest Road Southeast,6/7/18 20:26
9,Ronnie Miller,male,white,low,1000 Park Avenue NE,6/7/18 20:27
10,Aubrey Murphy,female,white,high,2151 Cumberland Parkway Southeast,6/7/18 20:28
11,Erica Cox,female,white,medium,500 Northside Circle Northwest,6/7/18 20:29
12,Leslie Wood,female,white,low,144 Moreland Avenue NE,6/7/18 20:30
13,Jorge Rodriguez,male,hispanic,high,57 Trowbridge Lk,6/7/18 20:31
14,Pedro Sanchez,male,hispanic,medium,1265 Mount Vernon Highway,6/7/18 20:32
15,Luis Torres,male,hispanic,low,349 Decatur Street Southeast,6/7/18 20:33
16,Isabella Lopez,female,hispanic,high,325 Centennial Olympic Park Drive Northwest,6/7/18 20:34
17,Mariana Morales,female,hispanic,medium,915 West Peachtree Street NW,6/7/18 20:35
18,Jimena Ramirez,female,hispanic,low,1240 West Peachtree Street NW,6/7/18 20:36
