person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,7551 Conyers Street,6/11/18 16:59
2,Lamar Williams,male,black,medium,260 Myrtle Grove Lane,6/11/18 17:00
3,DaQuan Robinson,male,black,low,458 Desiree Drive,6/11/18 17:01
4,Nia Harris,female,black,high,6346 Alford Circle,6/11/18 17:02
5,Ebony James,female,black,medium,1109 Westwood Place,6/11/18 17:03
6,Shanice Thomas,female,black,low,82 Caldwell Road,6/11/18 17:04
7,Caleb Peterson,male,white,high,4525 Bridle Point Parkway,6/11/18 17:05
8,Charlie Myers,male,white,medium,2375 Belaire Drive,6/11/18 17:06
9,Ronnie Miller,male,white,low,2760 Mayfair Drive,6/11/18 17:07
10,Aubrey Murphy,female,white,high,230 Lassiter Drive,6/11/18 17:08
11,Erica Cox,female,white,medium,6115 Lynxs Circle Southwest,6/11/18 17:09
12,Leslie Wood,female,white,low,2765 Mayfair Drive,6/11/18 17:34
13,Jorge Rodriguez,male,hispanic,high,3221 Springdale Road,6/11/18 17:35
14,Pedro Sanchez,male,hispanic,medium,4255 Smoke Creek Parkway #A134,6/11/18 17:36
15,Luis Torres,male,hispanic,low,3195 Aintree Chase,6/11/18 17:37
16,Isabella Lopez,female,hispanic,high,3109 Brook Drive,6/11/18 17:38
17,Mariana Morales,female,hispanic,medium,2926 Winding Grove Drive,6/11/18 17:39
18,Jimena Ramirez,female,hispanic,low,22 Covington Road,6/11/18 17:40
