person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,468 Cynthia Lane,
2,Lamar Williams,male,black,medium,4725 Kitty Hawk Place,7/1/18 16:06
3,DaQuan Robinson,male,black,low,5787 Rock Road,7/1/18 16:08
4,Nia Harris,female,black,high,3005 Forestside Lane,7/1/18 16:09
5,Ebony James,female,black,medium,6960 Crooked O Trail,7/1/18 16:10
6,Shanice Thomas,female,black,low,992 Vandiviere Road,7/1/18 16:12
7,Caleb Peterson,male,white,high,1689 Viceroy Way,
8,Charlie Myers,male,white,medium,404 Ruth Court,
9,Ronnie Miller,male,white,low,3305 Ivy Lake Drive,7/1/18 16:15
10,Aubrey Murphy,female,white,high,4804 Diggers Way,
11,Erica Cox,female,white,medium,2299 Plantation Drive,7/1/18 16:17
12,Leslie Wood,female,white,low,564 Hammond Drive,7/1/18 16:19
13,Jorge Rodriguez,male,hispanic,high,7020 Cedar Court,7/1/18 16:20
14,Pedro Sanchez,male,hispanic,medium,406 Garden Court #406,7/1/18 16:21
15,Luis Torres,male,hispanic,low,5407 Pine Valley Drive,7/1/18 16:22
16,Isabella Lopez,female,hispanic,high,5620 Sycamore Road,7/1/18 16:23
17,Mariana Morales,female,hispanic,medium,2623 Riggs Drive,7/1/18 16:24
18,Jimena Ramirez,female,hispanic,low,235 Danbury Lane Northwest,7/1/18 16:25
