person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,3039 Fields Drive,6/11/18 20:46
2,Lamar Williams,male,black,medium,15290 Highway 36,6/11/18 20:47
3,DaQuan Robinson,male,black,low,979 Lake Drive,6/11/18 20:48
4,Nia Harris,female,black,high,2875 Winchester Drive,6/11/18 20:49
5,Ebony James,female,black,medium,5218 Glenn Court Southwest,6/11/18 20:50
6,Shanice Thomas,female,black,low,30 Kentshire Place,6/11/18 20:51
7,Caleb Peterson,male,white,high,595 Lakeside Circle,6/11/18 20:52
8,Charlie Myers,male,white,medium,616 Hunters Cove Lane,6/11/18 20:53
9,Ronnie Miller,male,white,low,4531 Newcastle Circle,6/11/18 20:54
10,Aubrey Murphy,female,white,high,1613 Picadilly Court Northeast,6/11/18 20:55
11,Erica Cox,female,white,medium,2956 Monterey Drive,6/11/18 20:56
12,Leslie Wood,female,white,low,2457 Briar Knoll Road,6/11/18 20:57
13,Jorge Rodriguez,male,hispanic,high,2600 Falcon Ridge Drive,6/11/18 20:58
14,Pedro Sanchez,male,hispanic,medium,4255 Smoke Creek Parkway #A103,6/11/18 20:59
15,Luis Torres,male,hispanic,low,2711 Ashleigh Lane,6/11/18 21:00
16,Isabella Lopez,female,hispanic,high,1700 Pilgrim Road,6/11/18 21:01
17,Mariana Morales,female,hispanic,medium,4022 Johns Street Northwest,6/11/18 21:02
18,Jimena Ramirez,female,hispanic,low,3080 Kentmere Drive,6/11/18 21:03
