person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,3505 Windy Ridge Lane Southeast,6/9/18 23:14
2,Lamar Williams,male,black,medium,1000 Peachtree Park Drive Northeast,6/9/18 23:15
3,DaQuan Robinson,male,black,low,3380 Peachtree Road Northeast,6/9/18 23:16
4,Nia Harris,female,black,high,4687 Camp Creek Parkway,6/9/18 23:17
5,Ebony James,female,black,medium,5750 Buffington Road,6/9/18 23:18
6,Shanice Thomas,female,black,low,1570 Sheridan Road Northeast,6/9/18 23:19
7,Caleb Peterson,male,white,high,1831 Briarcliff Circle Northeast,6/9/18 23:20
8,Charlie Myers,male,white,medium,455 14th Street Northwest,6/9/18 23:21
9,Ronnie Miller,male,white,low,5675 Roswell Road,6/9/18 23:22
10,Aubrey Murphy,female,white,high,460 East Lake Boulevard SE,6/9/18 23:23
11,Erica Cox,female,white,medium,1000 Ashwood Parkway,6/9/18 23:24
12,Leslie Wood,female,white,low,265 Ponce De Leon Avenue NE,6/9/18 23:25
13,Jorge Rodriguez,male,hispanic,high,391 17th Street Northwest,6/9/18 23:26
14,Pedro Sanchez,male,hispanic,medium,751 Fairburn Road Southwest,6/9/18 23:27
15,Luis Torres,male,hispanic,low,1400 Briarcliff Road Northeast,6/9/18 23:28
16,Isabella Lopez,female,hispanic,high,2400 Parkland Drive Northeast,6/9/18 23:29
17,Mariana Morales,female,hispanic,medium,1155 Lavista Road Northeast,6/9/18 23:30
18,Jimena Ramirez,female,hispanic,low,1500 Huntcliff Village Court,6/9/18 23:31
