person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,1130 Stone Brook Lane,6/22/18 22:41
2,Lamar Williams,male,black,medium,460 Holly Lane,6/22/18 22:42
3,DaQuan Robinson,male,black,low,350 Kades Cove Drive,6/22/18 22:43
4,Nia Harris,female,black,high,6359 Bells Ferry Road #53,6/22/18 22:44
5,Ebony James,female,black,medium,2553 Mohawk Trail,
6,Shanice Thomas,female,black,low,3036 Nappa Trail,6/22/18 22:46
7,Caleb Peterson,male,white,high,10931 Alderwood Cove,6/22/18 22:47
8,Charlie Myers,male,white,medium,3234 Valley View Street,6/22/18 22:48
9,Ronnie Miller,male,white,low,5126 Dekalb Way,6/22/18 22:49
10,Aubrey Murphy,female,white,high,221 Bridgewood Drive Southeast,6/22/18 22:50
11,Erica Cox,female,white,medium,3599 Woodbriar Circle #G,6/22/18 22:54
12,Leslie Wood,female,white,low,3889 Pointers Way Southwest,6/22/18 22:55
13,Jorge Rodriguez,male,hispanic,high,2923 Old Dallas Road Southwest,
14,Pedro Sanchez,male,hispanic,medium,382 Plantation Road Southwest,
15,Luis Torres,male,hispanic,low,6359 Bells Ferry Road #619,6/22/18 23:00
16,Isabella Lopez,female,hispanic,high,1180 Canton Street #3,6/22/18 23:01
17,Mariana Morales,female,hispanic,medium,2855 Karen Ridge Southwest,6/22/18 23:02
18,Jimena Ramirez,female,hispanic,low,110 Laurel Trace,
