person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,3777 Church Street,6/12/18 15:34
2,Lamar Williams,male,black,medium,1057 Wildwood Lane,6/12/18 15:35
3,DaQuan Robinson,male,black,low,130 Branchwood Drive,6/12/18 15:36
4,Nia Harris,female,black,high,5781 Taffeta Court,
5,Ebony James,female,black,medium,2612 Elkhorn Drive,6/12/18 15:38
6,Shanice Thomas,female,black,low,6115 Lynxs Circle Southwest,6/12/18 15:40
7,Caleb Peterson,male,white,high,3109 Brook Drive,6/12/18 15:41
8,Charlie Myers,male,white,medium,3211 Avensong Village Circle #1,6/12/18 15:42
9,Ronnie Miller,male,white,low,1222 Mary Dale Drive Southwest,6/12/18 15:43
10,Aubrey Murphy,female,white,high,220 Red Oak Lane,6/12/18 15:44
11,Erica Cox,female,white,medium,4422 Marci Street,6/12/18 15:45
12,Leslie Wood,female,white,low,4030 Riverside Parkway,6/12/18 15:46
13,Jorge Rodriguez,male,hispanic,high,2739 Council Street,6/12/18 15:47
14,Pedro Sanchez,male,hispanic,medium,370 Madeline Circle,6/12/18 15:48
15,Luis Torres,male,hispanic,low,3706 Winterberry Lane,
16,Isabella Lopez,female,hispanic,high,4135 Bonneville Drive,6/12/18 15:50
17,Mariana Morales,female,hispanic,medium,247 Eastgate Circle,6/12/18 15:51
18,Jimena Ramirez,female,hispanic,low,1951 Luke Edwards Road,6/12/18 15:52
