person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,669 Kilkenny Circle,
2,Lamar Williams,male,black,medium,1439 Ashbrook Drive,6/12/18 18:04
3,DaQuan Robinson,male,black,low,4364 Cary Drive,6/12/18 18:05
4,Nia Harris,female,black,high,2956 Monterey Drive,6/12/18 18:06
5,Ebony James,female,black,medium,1280 Waterwood Drive,6/12/18 18:07
6,Shanice Thomas,female,black,low,1450 Timber Walk Drive,6/12/18 18:08
7,Caleb Peterson,male,white,high,4070 Bowie Court,6/12/18 18:09
8,Charlie Myers,male,white,medium,150 Saddle Bridge Drive,
9,Ronnie Miller,male,white,low,5790 Dorian Court,6/12/18 18:11
10,Aubrey Murphy,female,white,high,525 Aristocrat Drive,6/12/18 18:12
11,Erica Cox,female,white,medium,2071 Blackberry Lane,6/12/18 18:13
12,Leslie Wood,female,white,low,1523 Planters Ridge Lane,6/12/18 18:14
13,Jorge Rodriguez,male,hispanic,high,1773 Kimberly Drive Southwest,6/12/18 18:15
14,Pedro Sanchez,male,hispanic,medium,156 Red Bank Road,6/12/18 18:16
15,Luis Torres,male,hispanic,low,4620 Duration Court,6/12/18 18:17
16,Isabella Lopez,female,hispanic,high,203 Jere Drive,
17,Mariana Morales,female,hispanic,medium,3741 Salem Meadows Drive,6/12/18 18:19
18,Jimena Ramirez,female,hispanic,low,5577 Whittondale Road,6/12/18 18:20
