person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,6179 Brookside Lane,6/21/18 23:43
2,Lamar Williams,male,black,medium,301 Summerstone Court,6/21/18 23:44
3,DaQuan Robinson,male,black,low,110 Laurel Trace,6/21/18 23:45
4,Nia Harris,female,black,high,6359 Bells Ferry Road #619,6/21/18 23:46
5,Ebony James,female,black,medium,4245 Autumn Hill Drive,6/21/18 23:47
6,Shanice Thomas,female,black,low,3729 Acorn Drive,6/21/18 23:48
7,Caleb Peterson,male,white,high,2553 Mohawk Trail,6/21/18 23:49
8,Charlie Myers,male,white,medium,2369 Valley Way,6/22/18 0:21
9,Ronnie Miller,male,white,low,1 Sweetwater Parkway,6/22/18 0:22
10,Aubrey Murphy,female,white,high,3071 Karen Lane,6/22/18 0:23
11,Erica Cox,female,white,medium,2686 Candler Drive Southwest,
12,Leslie Wood,female,white,low,7631 Dallas Highway #B030,6/22/18 0:25
13,Jorge Rodriguez,male,hispanic,high,6359 Bells Ferry Road #479,6/22/18 0:26
14,Pedro Sanchez,male,hispanic,medium,7631 Dallas Highway #A003,6/22/18 0:29
15,Luis Torres,male,hispanic,low,2293 Paces Ferry Road Southeast,6/22/18 0:30
16,Isabella Lopez,female,hispanic,high,6780 Mableton Parkway Southeast #5A,
17,Mariana Morales,female,hispanic,medium,6359 Bells Ferry Road #617,6/22/18 0:32
18,Jimena Ramirez,female,hispanic,low,7631 Dallas Highway #B029,6/22/18 0:33
