person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,2578 Stoland Drive Northeast,6/30/18 16:36
2,Lamar Williams,male,black,medium,1020 Eaglewood Drive,6/30/18 16:37
3,DaQuan Robinson,male,black,low,636 Pauley Place,6/30/18 16:38
4,Nia Harris,female,black,high,6928 Cedar Hill Court,6/30/18 16:39
5,Ebony James,female,black,medium,550 Cherokee Circle,6/30/18 16:40
6,Shanice Thomas,female,black,low,4739 Cherrywood Circle,6/30/18 16:41
7,Caleb Peterson,male,white,high,2754 Elliott Family Parkway,6/30/18 16:42
8,Charlie Myers,male,white,medium,2765 Tryon Place Northeast,6/30/18 16:43
9,Ronnie Miller,male,white,low,1931 Neely Avenue,6/30/18 16:44
10,Aubrey Murphy,female,white,high,14475 Highway 18 Chalet #104,6/30/18 16:45
11,Erica Cox,female,white,medium,2672 Windrock Court,6/30/18 16:46
12,Leslie Wood,female,white,low,3410 Homeward Trail,6/30/18 16:47
13,Jorge Rodriguez,male,hispanic,high,237 Chardonnay Trace,6/30/18 16:48
14,Pedro Sanchez,male,hispanic,medium,6950 Crooked O Trail,6/30/18 16:49
15,Luis Torres,male,hispanic,low,3130 Amber Lane,6/30/18 16:50
16,Isabella Lopez,female,hispanic,high,204 Church Street,6/30/18 16:51
17,Mariana Morales,female,hispanic,medium,508 Martin Luther King Drive,6/30/18 16:52
18,Jimena Ramirez,female,hispanic,low,2654 Frontier Trail #2654,6/30/18 16:53
