person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,111 Bradford Court,6/27/18 3:28
2,Lamar Williams,male,black,medium,146 Oakland Circle,6/27/18 3:29
3,DaQuan Robinson,male,black,low,223 Chateau Drive,6/27/18 3:30
4,Nia Harris,female,black,high,175 Hibiscus Trail,6/27/18 3:31
5,Ebony James,female,black,medium,110 Pemberton Place,6/27/18 3:32
6,Shanice Thomas,female,black,low,413 Rosemont Court,
7,Caleb Peterson,male,white,high,100 Winston Way,6/27/18 3:34
8,Charlie Myers,male,white,medium,3765 Blairs Valley Way,6/27/18 3:35
9,Ronnie Miller,male,white,low,571 Sandy Creek Road,6/27/18 3:36
10,Aubrey Murphy,female,white,high,1900 Turner McCall Boulevard Southwest,6/27/18 3:37
11,Erica Cox,female,white,medium,182 Peachtree Drive,
12,Leslie Wood,female,white,low,177 Bentley Parkway,6/27/18 3:39
13,Jorge Rodriguez,male,hispanic,high,312 Wood Ridge,6/27/18 3:40
14,Pedro Sanchez,male,hispanic,medium,2922 Owens Point Trail Northwest,6/27/18 3:41
15,Luis Torres,male,hispanic,low,1266 Summerstone Trace,
16,Isabella Lopez,female,hispanic,high,3867 Pedenville Road,6/27/18 3:43
17,Mariana Morales,female,hispanic,medium,4645 Skyward Pass,6/27/18 3:44
18,Jimena Ramirez,female,hispanic,low,109 Lanyard Bend,6/27/18 3:45
