person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,125 Birch Creek Circle,6/28/18 20:15
2,Lamar Williams,male,black,medium,324 Teague Drive Northwest,6/28/18 20:19
3,DaQuan Robinson,male,black,low,1900 Turner McCall Boulevard Southwest,6/28/18 20:20
4,Nia Harris,female,black,high,498 Old Corinth Road,6/28/18 20:21
5,Ebony James,female,black,medium,1378 Briar Ridge Court,6/28/18 20:25
6,Shanice Thomas,female,black,low,8355 Willows Way,6/28/18 20:30
7,Caleb Peterson,male,white,high,2922 Owens Point Trail Northwest,6/28/18 20:31
8,Charlie Myers,male,white,medium,665 Rosewood Circle,6/28/18 20:35
9,Ronnie Miller,male,white,low,150 Postmaster Drive #3,6/28/18 20:37
10,Aubrey Murphy,female,white,high,482 Orchard Drive,6/28/18 20:40
11,Erica Cox,female,white,medium,68 Horizon Hill,6/28/18 20:45
12,Leslie Wood,female,white,low,1009 Rich Davis Road,6/28/18 20:51
13,Jorge Rodriguez,male,hispanic,high,245 Brolley Woods Drive,
14,Pedro Sanchez,male,hispanic,medium,413 Rosemont Court,
15,Luis Torres,male,hispanic,low,480 Cherry Branch Lane,6/28/18 20:54
16,Isabella Lopez,female,hispanic,high,230 Charlotte Boulevard,6/28/18 20:55
17,Mariana Morales,female,hispanic,medium,135 Firethorn Lane,6/28/18 20:56
18,Jimena Ramirez,female,hispanic,low,235 Grand Isle Court,6/28/18 20:57
