person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,1467 Waterton Trail,
2,Lamar Williams,male,black,medium,3984 Oak Glenn Drive,6/23/18 1:50
3,DaQuan Robinson,male,black,low,1774 Ascot Run Northwest,6/23/18 1:52
4,Nia Harris,female,black,high,110 Aspen Court,6/23/18 1:53
5,Ebony James,female,black,medium,7631 Dallas Highway #B030,6/23/18 1:54
6,Shanice Thomas,female,black,low,7245 Lacey Drive,6/23/18 1:55
7,Caleb Peterson,male,white,high,5705 Hiram Lithia Springs Road,6/23/18 1:56
8,Charlie Myers,male,white,medium,140 Aztec Way Southeast,6/23/18 1:57
9,Ronnie Miller,male,white,low,4465 High Gate Drive Northwest,
10,Aubrey Murphy,female,white,high,6359 Bells Ferry Road #214,6/23/18 2:00
11,Erica Cox,female,white,medium,106 Howard Avenue NW,6/23/18 2:01
12,Leslie Wood,female,white,low,4682 Big Valley Court,6/23/18 2:02
13,Jorge Rodriguez,male,hispanic,high,1280 Liberty Hill Road Northeast,6/23/18 2:03
14,Pedro Sanchez,male,hispanic,medium,452 Elaine Drive Southwest,6/23/18 2:04
15,Luis Torres,male,hispanic,low,92 North Springs Court,6/23/18 2:05
16,Isabella Lopez,female,hispanic,high,297 Mountain Drive,6/23/18 2:07
17,Mariana Morales,female,hispanic,medium,588 Burnt Hickory Road,6/23/18 2:11
18,Jimena Ramirez,female,hispanic,low,3835 Mason Drive,6/23/18 2:12
