person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,5450 Glenridge Drive,6/8/18 18:41
2,Lamar Williams,male,black,medium,751 Fairburn Road Southwest,6/8/18 18:42
3,DaQuan Robinson,male,black,low,144 Moreland Avenue NE,6/8/18 19:29
4,Nia Harris,female,black,high,500 Northside Circle Northwest,6/8/18 19:30
5,Ebony James,female,black,medium,207 13th Street Northeast,6/8/18 19:31
6,Shanice Thomas,female,black,low,1000 Northside Drive Northwest,6/8/18 19:32
7,Caleb Peterson,male,white,high,2800 Paces Ferry Road Northwest,6/8/18 19:33
8,Charlie Myers,male,white,medium,349 Decatur Street Southeast,6/8/18 19:34
9,Ronnie Miller,male,white,low,2565 Shallowford Road Northeast,6/8/18 19:35
10,Aubrey Murphy,female,white,high,3380 Peachtree Road Northeast,6/8/18 19:36
11,Erica Cox,female,white,medium,915 West Peachtree Street NW,6/8/18 19:37
12,Leslie Wood,female,white,low,5555 Roswell Road,6/8/18 19:38
13,Jorge Rodriguez,male,hispanic,high,265 Ponce De Leon Avenue NE,6/8/18 19:39
14,Pedro Sanchez,male,hispanic,medium,100 Lenox Park Circle Northeast,6/8/18 19:40
15,Luis Torres,male,hispanic,low,350 Peachtree Hills Avenue NE,6/8/18 19:41
16,Isabella Lopez,female,hispanic,high,3000 Briarcliff Road Northeast,6/8/18 19:42
17,Mariana Morales,female,hispanic,medium,370 Northside Drive Northwest,6/8/18 19:43
18,Jimena Ramirez,female,hispanic,low,5675 Roswell Road,6/8/18 19:44
