person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,303 Fairview Drive,6/27/18 3:08
2,Lamar Williams,male,black,medium,312 Liberty Court,6/27/18 3:09
3,DaQuan Robinson,male,black,low,377 Highland Falls Drive,6/27/18 3:10
4,Nia Harris,female,black,high,221 Lafayette Street,6/27/18 3:11
5,Ebony James,female,black,medium,8572 Glenwoods Drive,6/27/18 3:14
6,Shanice Thomas,female,black,low,325 Summer Place,
7,Caleb Peterson,male,white,high,35 Meadow View Street,6/27/18 3:16
8,Charlie Myers,male,white,medium,176 Stroud Road,6/27/18 3:17
9,Ronnie Miller,male,white,low,4074 Yeager Road,
10,Aubrey Murphy,female,white,high,6812 Oakland Drive,6/27/18 3:19
11,Erica Cox,female,white,medium,750-6 Flags Road #238,6/27/18 3:20
12,Leslie Wood,female,white,low,1378 Briar Ridge Court,6/27/18 3:21
13,Jorge Rodriguez,male,hispanic,high,6311 South Skyline Drive,6/27/18 3:22
14,Pedro Sanchez,male,hispanic,medium,7210 Little Fawn Parkway,
15,Luis Torres,male,hispanic,low,1368 Chatley Way,6/27/18 3:24
16,Isabella Lopez,female,hispanic,high,125 Creekview Drive,6/27/18 3:25
17,Mariana Morales,female,hispanic,medium,104 Dodd Boulevard Southeast #B,6/27/18 3:26
18,Jimena Ramirez,female,hispanic,low,619 Philadelphia Drive,6/27/18 3:27
