person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,4141 Hickory Drive,6/23/18 2:13
2,Lamar Williams,male,black,medium,5311 Brickleberry Way,6/23/18 2:15
3,DaQuan Robinson,male,black,low,6359 Bells Ferry Road #447,6/23/18 2:20
4,Nia Harris,female,black,high,135 Spring Drive,6/23/18 2:21
5,Ebony James,female,black,medium,3018 Estuary Ridge,6/23/18 2:25
6,Shanice Thomas,female,black,low,305 Winter Park Lane,6/23/18 2:26
7,Caleb Peterson,male,white,high,2176 Serenity Drive Northwest,6/23/18 2:27
8,Charlie Myers,male,white,medium,6359 Bells Ferry Road #160,6/23/18 2:28
9,Ronnie Miller,male,white,low,4310 Brandy Ann Court,6/23/18 2:30
10,Aubrey Murphy,female,white,high,1798 Poinsettia Drive,6/23/18 2:35
11,Erica Cox,female,white,medium,7631 Dallas Highway #C007,6/23/18 2:36
12,Leslie Wood,female,white,low,2613 Davenham Lane,6/23/18 2:37
13,Jorge Rodriguez,male,hispanic,high,215 Mountain Drive,6/23/18 2:38
14,Pedro Sanchez,male,hispanic,medium,3729 Acorn Drive,
15,Luis Torres,male,hispanic,low,3618 Whitfield Way,6/23/18 2:40
16,Isabella Lopez,female,hispanic,high,554 San Pablo Drive,
17,Mariana Morales,female,hispanic,medium,2605 Indian Lake Drive #SINGLE,6/23/18 2:42
18,Jimena Ramirez,female,hispanic,low,1021 Whispering Woods Drive,6/23/18 2:43
