person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,1738 Portwest Way,
2,Lamar Williams,male,black,medium,709 Douglass Circle,6/28/18 15:37
3,DaQuan Robinson,male,black,low,116BOBWHIT East Lane,6/28/18 15:39
4,Nia Harris,female,black,high,2112 Highway 34 East,6/28/18 15:40
5,Ebony James,female,black,medium,232 Willow Springs Drive,6/28/18 15:41
6,Shanice Thomas,female,black,low,5228 Central Church Road,6/28/18 15:42
7,Caleb Peterson,male,white,high,61 Hood Park Court,6/28/18 15:43
8,Charlie Myers,male,white,medium,485 Cathedral Drive,6/28/18 15:44
9,Ronnie Miller,male,white,low,6303 Mount Pisgah Lane,6/28/18 15:45
10,Aubrey Murphy,female,white,high,239 Northbridge Drive,6/28/18 15:46
11,Erica Cox,female,white,medium,25 Cloud Forest Court,6/28/18 15:47
12,Leslie Wood,female,white,low,8130 Woodcliff Trail,6/28/18 15:48
13,Jorge Rodriguez,male,hispanic,high,275 Grandchester Way,6/28/18 15:49
14,Pedro Sanchez,male,hispanic,medium,151 Players Circle,6/28/18 15:50
15,Luis Torres,male,hispanic,low,135 Springwater Chase,6/28/18 15:51
16,Isabella Lopez,female,hispanic,high,6460 Chickasaw Drive,
17,Mariana Morales,female,hispanic,medium,2941 Bretton Drive,6/28/18 15:53
18,Jimena Ramirez,female,hispanic,low,400 Malibu Drive,6/28/18 15:54
