person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,1934 Patton Place,6/13/18 2:24
2,Lamar Williams,male,black,medium,5665 Bridge Pointe Drive,6/13/18 2:25
3,DaQuan Robinson,male,black,low,2760 Mayfair Drive,6/13/18 2:26
4,Nia Harris,female,black,high,5104 Fairington Ridge Circle,6/13/18 2:27
5,Ebony James,female,black,medium,2539 Laurel Ridge Drive,6/13/18 2:28
6,Shanice Thomas,female,black,low,3790 Ridgefair Drive,6/13/18 2:29
7,Caleb Peterson,male,white,high,1700 Pilgrim Road,6/13/18 2:30
8,Charlie Myers,male,white,medium,3279 Tulip Drive,6/13/18 2:31
9,Ronnie Miller,male,white,low,8384 Majors Road,6/13/18 2:32
10,Aubrey Murphy,female,white,high,418 Winston Road Southwest,6/13/18 2:33
11,Erica Cox,female,white,medium,885 Stonemill Mnr,
12,Leslie Wood,female,white,low,2078 Marbut Lane,6/13/18 2:35
13,Jorge Rodriguez,male,hispanic,high,86 Sandalwood Circle,6/13/18 2:36
14,Pedro Sanchez,male,hispanic,medium,5533 La Fleur Trail,6/13/18 2:37
15,Luis Torres,male,hispanic,low,2457 Stancrest Lane,
16,Isabella Lopez,female,hispanic,high,30 Hegwood Drive,6/13/18 2:39
17,Mariana Morales,female,hispanic,medium,3409 Hyland Drive,6/13/18 2:40
18,Jimena Ramirez,female,hispanic,low,253 Eastgate Circle,6/13/18 2:41
