person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,1265 Mount Vernon Highway,6/10/18 1:16
2,Lamar Williams,male,black,medium,915 West Peachtree Street NW,6/10/18 1:17
3,DaQuan Robinson,male,black,low,3311 Flowers Road South,6/10/18 1:19
4,Nia Harris,female,black,high,1783 Johnson Road Northwest,6/10/18 1:20
5,Ebony James,female,black,medium,225 26th Street Northwest,6/10/18 1:21
6,Shanice Thomas,female,black,low,2800 Paces Ferry Road Northwest,6/10/18 1:22
7,Caleb Peterson,male,white,high,92 West Paces Ferry Road NW,6/10/18 1:23
8,Charlie Myers,male,white,medium,4883 Roswell Road,6/10/18 1:24
9,Ronnie Miller,male,white,low,1845 Piedmont Avenue NE,6/10/18 1:25
10,Aubrey Murphy,female,white,high,6200 Bakers Ferry Road Southwest,6/10/18 1:26
11,Erica Cox,female,white,medium,1185 Collier Road Northwest,6/10/18 1:27
12,Leslie Wood,female,white,low,855 Emory Point Drive,6/10/18 1:28
13,Jorge Rodriguez,male,hispanic,high,47 Spalding Trail,6/10/18 1:29
14,Pedro Sanchez,male,hispanic,medium,2151 Cumberland Parkway Southeast,6/10/18 1:30
15,Luis Torres,male,hispanic,low,177 North Colonial Homes Circle NW,6/10/18 1:31
16,Isabella Lopez,female,hispanic,high,77 East Andrews Drive NW,6/10/18 1:32
17,Mariana Morales,female,hispanic,medium,3201 Downwood Circle Northwest,6/10/18 1:33
18,Jimena Ramirez,female,hispanic,low,240 East Belle Isle Road,6/10/18 1:34
