person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,312 Wood Ridge,
2,Lamar Williams,male,black,medium,187 Lantana Drive,6/30/18 2:53
3,DaQuan Robinson,male,black,low,134 Highland Circle,6/30/18 2:54
4,Nia Harris,female,black,high,2921 Maple Road Southeast,
5,Ebony James,female,black,medium,8061 Glasgow Court,
6,Shanice Thomas,female,black,low,290 Malibu Drive,6/30/18 2:57
7,Caleb Peterson,male,white,high,1564 Wren Road,
8,Charlie Myers,male,white,medium,180 Malibu Drive,
9,Ronnie Miller,male,white,low,135 Greenview Circle,6/30/18 3:00
10,Aubrey Murphy,female,white,high,400 Malibu Drive,6/30/18 3:01
11,Erica Cox,female,white,medium,527 Fieldgreen Drive,6/30/18 3:02
12,Leslie Wood,female,white,low,7955 Lake Ridge Drive,6/30/18 3:03
13,Jorge Rodriguez,male,hispanic,high,232 Willow Springs Drive,
14,Pedro Sanchez,male,hispanic,medium,5228 Central Church Road,6/30/18 3:05
15,Luis Torres,male,hispanic,low,1734 Cardinal Road,6/30/18 3:06
16,Isabella Lopez,female,hispanic,high,8355 Willows Way,6/30/18 3:07
17,Mariana Morales,female,hispanic,medium,6812 Oakland Drive,
18,Jimena Ramirez,female,hispanic,low,17 Westgate Park Drive,6/30/18 3:09
